,Descripción,Link
0,pequeño mono curioso caminando por el suelo,https://www.shutterstock.com/image-photo/curious-little-monkey-walking-on-600nw-2305094267.jpg
1,dugout canoe beside the rio cononaco in the ecuadorian amazon,https://www.shutterstock.com/image-photo/dugout-canoe-beside-rio-cononaco-600nw-115903354.jpg
2,"foto de varias cestas indígenas, hechas de palma de palma, según la tradición indígena de la amazonía brasileña.",https://www.shutterstock.com/image-photo/several-indigenous-baskets-made-palm-600nw-2330104085.jpg
3,"atalaia du norde, amazonia / brazil - feb 02 2016:tribal elder binan tukum hunting with his son for monkeys in the rainforest",https://www.shutterstock.com/image-photo/atalaia-du-norde-amazonia-brazil-600nw-1133078591.jpg
4,señal de madera amazonas con fondo forestal,https://www.shutterstock.com/image-photo/amazonas-wooden-sign-forest-background-600nw-246205666.jpg
5,mujer delgada disfrazada de amazon con una flecha y un arco en las manos,https://www.shutterstock.com/image-photo/slender-woman-amazon-costume-bow-600nw-1817877128.jpg
6,"aldea de kamayura, brasil - 18 de mayo: el kamayura es una tribu india amenazada de menos de 400 personas. hombre sentado en la puerta de una cabaña el 18 de mayo de 2008, en el pueblo de kamayura.",https://www.shutterstock.com/image-photo/kamayura-village-brazil-may-18-600nw-17926513.jpg
7,"manaus, amazonas, brazil - march 02, 2019: a brazilian indian woman posing for a photo",https://www.shutterstock.com/image-photo/manaus-amazonas-brazil-march-02-600nw-1951668214.jpg
8,"blooming eichhornia crassipes, commonly known as (common) water hyacinth, is an aquatic plant native to the amazon basin, and is often a highly problematic invasive species outside its native range",https://www.shutterstock.com/image-photo/blooming-eichhornia-crassipes-commonly-known-600nw-594203435.jpg
9,"tapioka, perú - 19 sep. 2017: barcos tradicionales indios en la orilla del amazonas, el río. amazonía. américa latina",https://www.shutterstock.com/image-photo/tapioka-peru-sep-19-2017-600nw-2324892021.jpg
10,"grupo de indígenas de la etnia dessana o tuyuka de perfil vistiendo sus trajes culturales típicos en su comunidad para presentar sus costumbres. ciudad de manaos, brasil, 15 de junio de 2024.",https://www.shutterstock.com/image-photo/group-indigenous-people-dessana-tuyuka-600nw-2475927555.jpg
11,"indian villagers going to collecting water from near by pond but there is one difference between these two which is one who have motorcycle he is powerful. satna, madhya pradesh, india. 27-04-2019.",https://www.shutterstock.com/image-photo/indian-villagers-going-collecting-water-600nw-1700361277.jpg
12,"iquitos, peru - may 14, 2016: commodity ships along a muddy coast  of a port on amazon river",https://www.shutterstock.com/image-photo/iquitos-peru-may-14-2016-600nw-527995165.jpg
13,"belén, peru- march 27, 2018: floating houses in the floodplain of the itaya river, poorest part of iquitos - belén. venice of latin america.region loreto, province maynas.",https://www.shutterstock.com/image-photo/peru-march-27-2018-floating-600nw-1058844557.jpg
14,large white amazon stork standing in the foliage along the river with reflections on the water,https://www.shutterstock.com/image-photo/large-white-amazon-stork-standing-600nw-689026111.jpg
15,"yellow billed hornbill great hornbill, great indian hornbill, great pied hornbill, lselective focus",https://www.shutterstock.com/image-photo/yellow-billed-hornbill-great-indian-600nw-665364517.jpg
16,"el jacinto acuático (eichhornia crassipes) es una planta acuática nativa de la cuenca amazónica, pero actualmente muy extendida en regiones tropicales y subtropicales. cuenta con grandes hojas de color verde brillante y una llamativa lavanda",https://www.shutterstock.com/image-photo/water-hyacinth-eichhornia-crassipes-aquatic-600nw-2495079271.jpg
17,"norwich, england - july 8: two south american men dressed in indigenous clothing, play music in a patonal street in the uk next to a craft standon july 8, 2016 in norwich, england",https://www.shutterstock.com/image-photo/norwich-england-july-8-two-600nw-1500815222.jpg
18,"sao paulo, sp, brasil - 22 de abril de 2023: frog kambo, en la amazonía, varias tribus indígenas usan el veneno medicinal de esta rana en rituales.",https://www.shutterstock.com/image-photo/sao-paulo-sp-brazil-april-600nw-2371024517.jpg
19,floating vegetation along the jungle river bank in pirana cano amazon,https://www.shutterstock.com/image-photo/floating-vegetation-along-jungle-river-600nw-688941856.jpg
20,blue-fronted amazon parrot native to south america,https://www.shutterstock.com/image-photo/bluefronted-amazon-parrot-native-south-600nw-1580388073.jpg
21,mono capuchino blanco nativo de ecuador ,https://www.shutterstock.com/image-photo/white-capuchin-monkey-native-ecuador-600nw-2159648523.jpg
22,perfect body in costume. girl in leather clothes. ethnic tribal fashion. deep forest. amazon woman. witch. cougar female. wild woman in forest. wild amazon in deep forest.,https://www.shutterstock.com/image-photo/perfect-body-costume-girl-leather-600nw-1574533654.jpg
23,amazonía. américa latina -4 dic. 2018: retrato de una niña habitante de la selva amazónica. amazonía. sudamérica,https://www.shutterstock.com/image-photo/amazonia-latin-america-dec-4-600nw-2333847795.jpg
24,latin girl in forest,https://www.shutterstock.com/image-photo/latin-girl-forest-600nw-506467537.jpg
25,"idílica región tropical amazónica, área indígena protegida. paraíso con un río de arena playa sin gente y agua cristalina del río tapajos, cerca del pueblo de arapiuns, para, brasil.",https://www.shutterstock.com/image-photo/idyllic-tropical-amazon-region-protected-600nw-2426386827.jpg
26,"amazonia, peru - nov 10, 2010: unidentified amazonian indigenous two women laugh.indigenous people of amazonia are protected bycoica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/amazonia-peru-nov-10-2010-600nw-224533393.jpg
27,"santa cruz cabralia, bahia / brazil - april 21 2009: indians of the pataxo ethnic group are seen proof of body struggle during indigenous games of the coroa vermelha village in saanta cruz cabralia.",https://www.shutterstock.com/image-photo/santa-cruz-cabralia-bahia-brazil-600nw-1606168207.jpg
28,"la playa de la luna cerca de manaus, brasil. arbustos camu camu silvestres en las riberas del río negro.  el camucamu (myrciaria dubia) es una fruta tropical rara con la mayor concentración de vitamina c.",https://www.shutterstock.com/image-photo/moon-beach-near-manaus-brazil-600nw-2435165565.jpg
29,"lima, perú - 3 de diciembre de 2023: arte tradicional amazónico en la comunidad shipibo konibo de cantagallo en lima",https://www.shutterstock.com/image-photo/lima-peru-dec-3-2023-600nw-2476631571.jpg
30,mujer con sombrero indio americano. retrato de cerca de hembra chamánica con sombrero de pluma india,https://www.shutterstock.com/image-photo/woman-wearing-american-indian-hat-600nw-1778656793.jpg
31,"hyderabad, tg - india, septiembre de 2024: diferentes tipos de tribus indias del sur personas con vestidos tradicionales",https://www.shutterstock.com/image-photo/hyderabad-tg-india-september-2024-600nw-2516275135.jpg
32,"victoria amazonica es una especie de planta floreciente, la más grande de la familia de lirios de agua nymphaeaceae. es la flor nacional de guyana. sus regiones nativas donde se puede encontrar están en guyana",https://www.shutterstock.com/image-photo/victoria-amazonica-species-flowering-plant-600nw-1956030925.jpg
33,baby capybara in amazon village eating grass,https://www.shutterstock.com/image-photo/baby-capybara-amazon-village-eating-600nw-691183753.jpg
34,la amazona amarillenta o el loro amarillo coronado es una especie de loro nativo de sudamérica tropical.,https://www.shutterstock.com/image-photo/yellowcrowned-amazon-parrot-species-native-600nw-2328059029.jpg
35,"cane toad roadkill. the cane toad (bufo marinus) is a large, terrestrial true toad which is native to central and south america, but has been introduced to various places where it has become a pest.",https://www.shutterstock.com/image-photo/cane-toad-roadkill-bufo-marinus-600nw-95017777.jpg
36,shark in an aquarium in the water. fish predator shark ocean,https://www.shutterstock.com/image-photo/shark-aquarium-water-fish-predator-600nw-1063364981.jpg
37,"señal de madera ""amazonia"" en un fondo forestal",https://www.shutterstock.com/image-photo/amazonia-in-portuguese-amazon-rainforest-600nw-208506445.jpg
38,"selangor , malaysia - august 05 2018: group of girl dancers from ethnic of sulawesi,indonesia performing a traditional dance in the selangor international indigenous arts festival",https://www.shutterstock.com/image-photo/selangor-malaysia-august-05-2018-600nw-1151291741.jpg
39,"the great hornbill also known as the great indian hornbill or great pied hornbill, is one of the larger members of the hornbill family",https://www.shutterstock.com/image-photo/great-hornbill-known-indian-pied-600nw-1225894417.jpg
40,amazonia. latin america - sep 2017: portrait of a girl a local inhabitant of the amazon rain forest. peru.,https://www.shutterstock.com/image-photo/amazonia-latin-america-sep-2017-600nw-1889604217.jpg
41,"bat caccopteryx bilineata, emballonuridae family , native to central and south america with a dorsal zigzag pattern on the back - amazon rainforest near manaus, brazil ",https://www.shutterstock.com/image-photo/bat-caccopteryx-bilineata-emballonuridae-family-600nw-1340163728.jpg
42,emotional brunette girl with long hair in the amazon costume with bow and arrow on a white background.,https://www.shutterstock.com/image-photo/emotional-brunette-girl-long-hair-600nw-494119333.jpg
