,Descripción,Link
0,"amazon river, peru - may 13, 2016: market on the bank of amazon river.",https://www.shutterstock.com/image-photo/amazon-river-peru-may-13-600nw-507549502.jpg
1,red winged parrot (aprosmictus erythropterus) is a parrot native to australia and papua new guinea.,https://www.shutterstock.com/image-photo/red-winged-parrot-aprosmictus-erythropterus-600nw-461173609.jpg
2,"rio de janeiro, august 25, 2019:  manifestation in favor of the amazon rainforest and against the government of president jair bolsonaro at ipanema beach, rio de janeiro.",https://www.shutterstock.com/image-photo/rio-de-janeiro-august-25-600nw-1492160507.jpg
3,"barco de remo en medio de un palmeral, clima soleado, tailandia",https://www.shutterstock.com/image-photo/rowing-boat-middle-palm-grove-600nw-2420829305.jpg
4,"leticia, colombia - mar 2018: barcos de madera, casas flotantes y terraplén en el puerto de leticia en la amazonía durante la temporada baja. amazonía. sudamérica.",https://www.shutterstock.com/image-photo/leticia-colombia-mar-2018-wooden-600nw-2171350831.jpg
5,"iquitos, perú. 22 de septiembre de 2022: vistas a la calle de la ciudad amazónica de iquitos, perú",https://www.shutterstock.com/image-photo/iquitos-peru-22th-september-2022-600nw-2209109567.jpg
6,"rhynchospora nervosa es una especie de hierba presente en los setos de la familia. son nativos de cerrado, caatinga, mata atlántica, pantanal y amazonia. jardín biológico estatal de ceará, fortaleza - brasil.",https://www.shutterstock.com/image-photo/rhynchospora-nervosa-species-herb-family-600nw-2429997303.jpg
7,"crossing by ferry boat from macapa to belem by amazon river, passing lush, green jungle and indigenous villages, from state of amapa to state of para in brazil",https://www.shutterstock.com/image-photo/crossing-by-ferry-boat-macapa-600nw-1205987701.jpg
8,amazon river water taxi anchored next to a tree with a small thatch roof hut in the background,https://www.shutterstock.com/image-photo/amazon-river-water-taxi-anchored-600nw-689026105.jpg
9,"london, uk. 14 november 2019. indigenous leaders from brazil protesting outside the embassy to demand end to destruction  lands and people. part of “indigenous blood: not a single drop more” advocacy ",https://www.shutterstock.com/image-photo/london-uk-14-november-2019-600nw-1809433141.jpg
10,"río amazonas colombia. 24 de abril de 2010. el río amazonas es un río sudamericano que atraviesa perú, colombia y brasil. es el río más largo y grande del mundo.",https://www.shutterstock.com/image-photo/amazon-river-colombia-april-24-600nw-2508098487.jpg
11,brunette girl with long hair in the amazon costume with bow and arrow on a white background.,https://www.shutterstock.com/image-photo/brunette-girl-long-hair-amazon-600nw-494113735.jpg
12,foto general de un joven latino sonriendo en la orilla del río,https://www.shutterstock.com/image-photo/lifestyle-general-shot-young-latin-600nw-2455672043.jpg
13,"pisac, perú - 10 de mayo de 2023: mujer peruana sentada en el suelo con ropa para lavar, pisac, perú",https://www.shutterstock.com/image-photo/pisac-peru-may-10-2023-600nw-2301734823.jpg
14,"11 de mayo de 2023 - italia - milán - inauguración de la exposición fotográfica ""amazonia"" del fotógrafo sebastiao salgado. las fotografías están expuestas en la ""fabbrica del vapore"".  ",https://www.shutterstock.com/image-photo/may-11-2023-italy-milan-600nw-2301694617.jpg
15,"tabatinga, brazil - september 15, 2018: camp on the sandy beach in amazon jungle, during the low water season. amazonia. selva on the border of brazil and peru. south america. dos fronteras.",https://www.shutterstock.com/image-photo/tabatinga-brazil-september-15-2018-600nw-1225105888.jpg
16,"thousands of people takes part in a demonstration against climate change in brussels, belggium on october 10, 2021, ahead of the cop26 climate summit.",https://www.shutterstock.com/image-photo/thousands-people-takes-part-demonstration-600nw-2055372989.jpg
17,mujer sexy y salvaje aislada de fondo blanco,https://www.shutterstock.com/image-photo/sexy-wild-woman-isolated-on-600nw-10396696.jpg
18,"amazonia - muro de selva tropical verde de la selva amazónica, infierno verde de la amazonia. selva en la frontera entre brasil y perú. río yavari en el valle de javari, (valle del yavarí) sudamérica.",https://www.shutterstock.com/image-photo/amazonia-wall-green-tropical-forest-600nw-2355418243.jpg
19,elephant statue in thailand,https://www.shutterstock.com/image-photo/elephant-statue-thailand-600nw-457869391.jpg
20,"pinturas rupestres antiguas en san josé del guaviare, colombia, mostrando intrincados diseños y símbolos",https://www.shutterstock.com/image-photo/ancient-rock-paintings-san-jose-600nw-2462308073.jpg
21,"yellow billed hornbill great hornbill, great indian hornbill, great pied hornbill, hornbill, selective focus",https://www.shutterstock.com/image-photo/yellow-billed-hornbill-great-indian-600nw-387147988.jpg
22,"ecuador, yasuni national park - february 6, 2017: in the deep of amazonian jungle live huaorani indians. they are still living by the old traditions and habits.",https://www.shutterstock.com/image-photo/ecuador-yasuni-national-park-february-600nw-1524064661.jpg
23,a spider monkey in the amazon rainforest in colombia,https://www.shutterstock.com/image-photo/spider-monkey-amazon-rainforest-colombia-600nw-781146976.jpg
24,portrait of a gorgeous young female warrior amazon tribe,https://www.shutterstock.com/image-photo/portrait-gorgeous-young-female-warrior-600nw-1210999765.jpg
25,"ilheus, bahia / brazil - june 3, 2012: ethnic tupinamba indian is seen in the itapuan village in the municipality of ilheus (ba) (joa souza).

",https://www.shutterstock.com/image-photo/ilheus-bahia-brazil-june-3-600nw-1572394714.jpg
26,amazon rain forest in a perfect and lovely sunny day,https://www.shutterstock.com/image-photo/amazon-rain-forest-perfect-lovely-600nw-728591932.jpg
27,"june 17, 2017 pujili, ecuador: female dancer from he amazon area in traditional region specific costume at the corpus christi annual parade",https://www.shutterstock.com/image-photo/june-17-2017-pujili-ecuador-600nw-695196175.jpg
28,woman athlete in the amazon costume with fur and skins posing on a black background in the scenic red and blue light.,https://www.shutterstock.com/image-photo/woman-athlete-amazon-costume-fur-600nw-580933858.jpg
29,"paumari, peru - nov 29, 2018: wooden house in a small village in the amazon jungle, south america. yavarii/javarii river basin tributary of the amazon river.",https://www.shutterstock.com/image-photo/paumari-peru-nov-29-2018-600nw-1807361422.jpg
30,tres típicas jarras de arcilla al horno de la región norte de brasil,https://www.shutterstock.com/image-photo/three-typical-baked-clay-jars-600nw-2247389963.jpg
31,explotación forestal sostenible en amazonas: almacén de troncos madereros nativos de área forestal controlada en la región amazónica brasileña,https://www.shutterstock.com/image-photo/sustainable-amazon-logging-stockyard-native-600nw-2348895409.jpg
32,hornbill,https://www.shutterstock.com/image-photo/hornbill-600nw-39219304.jpg
33,"caballococha, peru -dec, 2017:  people on the traditional, indian  boats in the small village caballococh  on the bank of the river. amazonia. south america",https://www.shutterstock.com/image-photo/caballococha-peru-dec-2017-people-600nw-1962275128.jpg
34,an ayahuasca ceremony house in the peruvian amazon. ,https://www.shutterstock.com/image-photo/ayahuasca-ceremony-house-peruvian-amazon-600nw-147897542.jpg
35,mujer espiritual superior en la naturaleza,https://www.shutterstock.com/image-photo/spiritual-senior-woman-nature-600nw-2467682641.jpg
36,"stunning aerial view of amazon canopy. the roof of the world's rainforest, treetop of amazing unique amazonian species ",https://www.shutterstock.com/image-photo/stunning-aerial-view-amazon-canopy-600nw-1331647652.jpg
37,woman athlete gymnast in the form of an elf performs acrobatics on a black background in the scenic red and blue light.,https://www.shutterstock.com/image-photo/woman-athlete-gymnast-form-elf-600nw-580950805.jpg
38,"pantoja, peru - july 12, 2015: child living in small village napo in amazonian jungle, peru",https://www.shutterstock.com/image-photo/pantoja-peru-july-12-2015-600nw-333442880.jpg
39,"orellana, ecuador - august 10, 2012: huaorani tribe in the amazon rainforest, yasuni national park, ecuador",https://www.shutterstock.com/image-photo/orellana-ecuador-august-10-2012-600nw-281032652.jpg
40,discus fish in aquarium,https://www.shutterstock.com/image-photo/discus-fish-aquarium-600nw-1041634225.jpg
41,"lima, perú - 3 de diciembre de 2023: diseños de arte tradicionales amazónicos de shipibo konibo sobre pinturas y textiles",https://www.shutterstock.com/image-photo/lima-peru-dec-3-2023-600nw-2476631585.jpg
42,"cuyabeno river, rainforest, terrain of siona indigenous people. transport by the river by motorboats, great place to visit, jungle, lots of animals. in cuyabeno national park, in ecuador",https://www.shutterstock.com/image-photo/cuyabeno-river-rainforest-terrain-siona-600nw-662987227.jpg
43,"bank of the javari river, the tributary of the amazon river, during the low water season. amazonia. selva on the border of brazil and peru. south america.",https://www.shutterstock.com/image-photo/bank-javari-river-tributary-amazon-260nw-1591486198.jpg
44,"senderismo entre puerto nariño y la comunidad indígena tikuna en santa martina, leticia, amazonia, colombia",https://www.shutterstock.com/image-photo/hike-between-puerto-tikuna-indigenous-600nw-2133170947.jpg
