,Descripción,Link
0,"indian hut in brasil.

",https://www.shutterstock.com/image-photo/indian-hut-brasil-600nw-378315634.jpg
1,"brazil, city of icoaraçi, state of pará, september 2021. ceramics of icoaraçi, ceramic vase of indigenous origins from the brazil, native craft, clay jar",https://www.shutterstock.com/image-photo/brazil-city-state-september-2021-600nw-2034605354.jpg
2,arte indígena: cesta de material natural con detalles coloridos,https://www.shutterstock.com/image-photo/indigenous-art-basket-natural-material-600nw-2407480707.jpg
3,retrato creativo de joven salvaje en cueva,https://www.shutterstock.com/image-photo/creative-portrait-young-savage-woman-600nw-1784298122.jpg
4,taburete artesanal indígena de madera,https://www.shutterstock.com/image-photo/indigenous-handmade-turtleshaped-stool-made-600nw-2407469317.jpg
5,"semillas de annatto, onoto, annatto, bixa orellana, pigmento rojo natural",https://www.shutterstock.com/image-photo/annatto-seeds-onoto-bixa-orellana-600nw-1986498065.jpg
6,arte indígena: collar en material natural con detalles coloridos,https://www.shutterstock.com/image-photo/indigenous-art-necklace-natural-material-600nw-2407482583.jpg
7,"caballococha, peru - dec 11, 2017: wooden houses on stilts in small town on bank of the amazon river on the way from santa rosa to iquitos. amazonia. south america. tropical zone.",https://www.shutterstock.com/image-photo/caballococha-peru-dec-11-2017-600nw-1745358050.jpg
8,"una canasta hecha a mano, hecha con palma de palma, por los indígenas del amazonas brasileño",https://www.shutterstock.com/image-photo/cofo-handmade-basket-made-palm-600nw-2394995197.jpg
9,"amazonia - puesta de sol sobre el río javari, lluvia amazonas \bosque. selva en la frontera entre brasil y perú. río yavari en el valle de javari (valle del yavarí), sudamérica.",https://www.shutterstock.com/image-photo/amazonia-sunset-over-javari-river-600nw-2359384529.jpg
10,"idílica región tropical amazónica, área indígena protegida. paraíso con un río de arena playa sin gente y agua cristalina del río tapajos, cerca del pueblo de arapiuns, para, brasil.",https://www.shutterstock.com/image-photo/idyllic-tropical-amazon-region-protected-600nw-2426386829.jpg
11,taburete artesanal indígena de madera,https://www.shutterstock.com/image-photo/indigenous-handmade-birdshaped-stool-made-600nw-2407468565.jpg
12,"pequeña casa rural indígena o nativa construida con barro y paja aislada rodeada de hierba verde y montaña en la sabana del parque nacional canaima, venezuela",https://www.shutterstock.com/image-photo/small-simple-indigenous-native-rural-600nw-2422209151.jpg
13,"australia indígena en la amazonía brasil hermoso lugar para el ecoturismo
",https://www.shutterstock.com/image-photo/indigenous-audeia-amazon-brazil-beautiful-600nw-2418072309.jpg
14,"pucallpa/ucayali/peru; december 16, 2009: indigenous from the amazon region of peru selling typical crafts of the area",https://www.shutterstock.com/image-photo/pucallpaucayaliperu-december-16-2009-indigenous-600nw-1749755750.jpg
15,arte indígena: collar en material natural con detalles coloridos,https://www.shutterstock.com/image-photo/indigenous-art-necklace-natural-material-600nw-2407482585.jpg
