,Descripción,Link
0,"niños de cantagallo, is an urban settlement of the amazonian shipibo conibo community from peruvian jungle. lima peru. august 29, 2015.",https://www.shutterstock.com/image-photo/de-cantagallo-urban-settlement-amazonian-600nw-1948342747.jpg
1,elephant statues for worship in thailand.,https://www.shutterstock.com/image-photo/elephant-statues-worship-thailand-600nw-457864456.jpg
2,mujer salvaje en el bosque profundo,https://www.shutterstock.com/image-photo/wild-savage-woman-deep-forest-600nw-1056684407.jpg
3,"plumeria pudica es una especie del género plumeria, nativa de panamá, colombia y venezuela.",https://www.shutterstock.com/image-photo/plumeria-pudica-species-genus-native-600nw-2510269273.jpg
4,"yurimaguas, perú, 1 de octubre de 2022: comunidad de pescadores descargando peces de sus botes en el río huallaga en la selva peruana.",https://www.shutterstock.com/image-photo/yurimaguas-peru-1st-october-2022-600nw-2329029943.jpg
5,view looking up of amazon rain forest canopy of trees,https://www.shutterstock.com/image-photo/view-looking-amazon-rain-forest-600nw-691149901.jpg
6,"amazon jungle, brazil - 11/15/2011: close up of a young man feeding a pink river dolphin in the amazon river",https://www.shutterstock.com/image-photo/amazon-jungle-brazil-11152011-close-600nw-1777681541.jpg
7,"pueblo, peru - mar 2018: portrait of a preacher with a short gray beard, mustache i long black hair in glasses and in a grey cassock, on ship sailing the amazon river. amazonia, latin america",https://www.shutterstock.com/image-photo/pueblo-peru-mar-2018-portrait-600nw-1870711585.jpg
8,sawn tree in native forest area of the amazon region of brazil.,https://www.shutterstock.com/image-photo/sawn-tree-native-forest-area-600nw-1237791163.jpg
9,"animal/hornbill,hornbill on green background",https://www.shutterstock.com/image-photo/animalhornbillhornbill-on-green-background-600nw-426790711.jpg
10,portrait of the female viking. awesome body art studio work,https://www.shutterstock.com/image-photo/portrait-female-viking-awesome-body-600nw-66560953.jpg
11,"retrato indígena brasileño de ailton krenak. krenak es un escritor, filósofo y activista de la causa indígena - río de janeiro, brasil 07.10.2022",https://www.shutterstock.com/image-photo/brazilian-indigenous-ailton-krenak-portrait-600nw-2178630439.jpg
12,"pueblo de kamayura, brasil - 18 de mayo: los kamayura son una tribu india amenazada de menos de 400 personas que viven en una sola aldea aislada en mato grosso, brasil, vista desde el avión el 18 de mayo del 2008.",https://www.shutterstock.com/image-photo/kamayura-village-brazil-may-18-600nw-17930596.jpg
13,"vista aérea de la selva amazónica en el alto río negro, en el estado de amazonas, en la frontera entre brasil y colombia, al noroeste del país.",https://www.shutterstock.com/image-photo/aerial-view-amazon-rainforest-upper-600nw-1931219651.jpg
14,"amazona aestiva, comúnmente conocida como papagayo-verdadeiro, es un ave de la familia de los psittacídos, nativa del este de brasil",https://www.shutterstock.com/image-photo/amazona-aestiva-commonly-known-papagaioverdadeiro-600nw-2436771447.jpg
15,"native fruits at the surquillo mercado in lima, peru",https://www.shutterstock.com/image-photo/native-fruits-surquillo-mercado-lima-600nw-600767669.jpg
16,"frutas maduras de camu camu en la mano. camucamu (myrciaria dubia) es un fruto con la mayor concentración de vitamina c. beach del río negro, amazonas, brasil.",https://www.shutterstock.com/image-photo/ripe-camu-fruits-hand-camucamu-600nw-2266606471.jpg
17,"porto seguro, bahia, brazil - april 13, 2009: indians of the pataxo ethnicity are seen practicing sport in the barra velha indian village in the municipality of porto seguro.",https://www.shutterstock.com/image-photo/porto-seguro-bahia-brazil-april-600nw-1960627489.jpg
18,"peruvian jungle man wise in natural medicine, from the community of yaneshas, oxapampa. october 28, 2019, peru.",https://www.shutterstock.com/image-photo/peruvian-jungle-man-wise-natural-600nw-1557581975.jpg
19,"pescado frito en pequeños trozos cuadrados con yuca y ensalada, pescado de paiche nativo de amazón ",https://www.shutterstock.com/image-photo/fried-fish-small-square-pieces-600nw-2175096005.jpg
20,beautiful yong woman in traditional indian headdress outdoors,https://www.shutterstock.com/image-photo/beautiful-yong-woman-traditional-indian-600nw-286447469.jpg
21,un gallo y sus amigos,https://www.shutterstock.com/image-photo/rooster-his-friends-600nw-2478794147.jpg
22,wild amazon woman portrait with tree thorns,https://www.shutterstock.com/image-photo/wild-amazon-woman-portrait-tree-600nw-1154888464.jpg
23,"cuenca, ecuador - april 11, 2019: folk dancers represent indigenous culture of shuar tribe from ecuadorian amazonia at the traditional  parade in cuenca",https://www.shutterstock.com/image-photo/cuenca-ecuador-april-11-2019-600nw-1448621954.jpg
