,Descripción,Link
0,"spider monkey (atelidae family), native to tropical forests of central and south america",https://www.shutterstock.com/image-photo/spider-monkey-atelidae-family-native-600nw-1510682351.jpg
1,"view of coati lagoon near the javari river, the tributary of the amazon river, amazonia. selva on the border of brazil and peru. south america.",https://www.shutterstock.com/image-photo/view-coati-lagoon-near-javari-600nw-1490139362.jpg
2,plantas de ayahuasca en una región de la selva peruana.,https://www.shutterstock.com/image-photo/ayahuasca-plants-region-peruvian-jungle-600nw-2323574177.jpg
3,"el grano de cacao, también conocido simplemente como cacao o cacao, es la semilla seca y completamente fermentada del cacao theobroma. fortaleza - ceará, brasil.",https://www.shutterstock.com/image-photo/cocoa-bean-known-simply-cacao-600nw-2554172363.jpg
4,"the giant anteater (myrmecophaga tridactyla), also known as the ant bear, is an insectivorous mammal native to central and south america-pantanal.",https://www.shutterstock.com/image-photo/giant-anteater-myrmecophaga-tridactyla-known-600nw-1617501961.jpg
5,"amazonia, peru - nov 10, 2010: unidentified amazonian indigenous man smokes. indigenous people of amazonia are protected by coica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/amazonia-peru-nov-10-2010-600nw-188437172.jpg
6,"palmari, brazil - sep 13, 2017: group of tourist fishing  the piranhas  at  the sunset. amazonia. south america",https://www.shutterstock.com/image-photo/palmari-brazil-sep-13-2017-600nw-1494843812.jpg
7,"tabatinga, brazil - sep 21, 2018: people on the boat from ticuna tribe (magüta, tucuna, tikuna,tukuna]). indigenous people of brazil, colombia and peru. currently most numerous tribe in the brazil.",https://www.shutterstock.com/image-photo/tabatinga-brazil-sep-21-2018-600nw-1320114506.jpg
8,chigüiro. es el mayor roedor nativo de sudamérica.,https://www.shutterstock.com/image-photo/capybara-largest-rodent-native-south-600nw-1783065038.jpg
9,"benjamin, brazil - dec 09, 2017:  big, passenger boats in the amazon river",https://www.shutterstock.com/image-photo/benjamin-brazil-dec-09-2017-600nw-1038760783.jpg
10,"discus (symphysodon), multi-colored cichlids in the aquarium, the freshwater fish native to the amazon river basin",https://www.shutterstock.com/image-photo/discus-symphysodon-multicolored-cichlids-aquarium-260nw-170821544.jpg
11,"san juan, perú - 18 de junio de 2015: mercado de objetos de arte hecho a mano llamado mercado artesanal, san juan cerca de iquitos, perú",https://www.shutterstock.com/image-photo/san-juan-peru-june-18-600nw-2549192677.jpg
