,Descripción,Link
0,"amanecer en la playa de arena del río javari, el afluente del río amazonas, durante la temporada baja de agua. amazonía. selva en la frontera entre brasil y perú. sudamérica.",https://www.shutterstock.com/image-photo/sunrise-on-sandy-beach-javari-600nw-2325104873.jpg
1,wild woman with red hair dressed in animal skin with torches in hand with fire dancing in the woods in nature in autumn,https://www.shutterstock.com/image-photo/wild-woman-red-hair-dressed-600nw-1501555085.jpg
2,"retrato al aire libre de india nativa americana, retrato de hembra chamánica con sombrero de pluma indio y maquillaje colorido",https://www.shutterstock.com/image-photo/native-american-indian-woman-portrait-600nw-1741280561.jpg
3,"cuenca, ecuador - 25 de marzo de 2023: feria de artesanías de la provincia de pastaza en cuenca. una joven y hermosa hembra indígena achuar (quechua) con ropa típica y pintura facial",https://www.shutterstock.com/image-photo/cuenca-ecuador-march-25-2023-600nw-2357587701.jpg
4,"
the daughter of an indian leader",https://www.shutterstock.com/image-photo/daughter-indian-leader-600nw-677576263.jpg
5,"foto de la selva tropical en la parte brasileña de la amazonía. 
",https://www.shutterstock.com/image-photo/photo-tropical-rainforest-brazilian-part-600nw-2555840263.jpg
6,"grupo étnico de ancianos indígenas brasileños celebran día internacional de los pueblos indígenas con canciones tradicionales y bailes con disfraces típicos - río de janeiro, brasil 08.12.2023",https://www.shutterstock.com/image-photo/brazilian-indigenous-elderly-man-ethnic-600nw-2355429005.jpg
7,"crossing by ferry boat from macapa to belem by amazon river, passing lush, green jungle and indigenous villages, from state of amapa to state of para in brazil",https://www.shutterstock.com/image-photo/crossing-by-ferry-boat-macapa-600nw-1205987710.jpg
8,wooden houses and dirt yard in amazon village with multiple satellite dishes on the roofs,https://www.shutterstock.com/image-photo/wooden-houses-dirt-yard-amazon-600nw-691149631.jpg
9,indian headdress - made with bird feathers,https://www.shutterstock.com/image-photo/indian-headdress-made-bird-feathers-600nw-174689471.jpg
10,elephant statues for worship in thailand.,https://www.shutterstock.com/image-photo/elephant-statues-worship-thailand-600nw-457864498.jpg
11,"iquitos, perú - 15 de mayo de 2022: mercado de comida tradicional de belén en iquitos, perú. amazonía. sudamérica. ",https://www.shutterstock.com/image-photo/iquitos-peru-may-15-2022-600nw-2162128833.jpg
12,jagged coastline of french guiana,https://www.shutterstock.com/image-photo/jagged-coastline-french-guiana-600nw-1489909028.jpg
13,red-haired girl in a yellow shirt posing in the woods with a dry bark of a tree.,https://www.shutterstock.com/image-photo/redhaired-girl-yellow-shirt-posing-600nw-1085414312.jpg
14,"belén, peru- march 27, 2018: floating houses in the floodplain of the itaya river, poorest part of iquitos - belén. venice of latin america.region loreto, province maynas.",https://www.shutterstock.com/image-photo/peru-march-27-2018-floating-600nw-1058844563.jpg
15,"iquitos, perú. 22 de septiembre de 2022: vistas a la calle de la ciudad amazónica de iquitos, perú",https://www.shutterstock.com/image-photo/iquitos-peru-22th-september-2022-600nw-2209109593.jpg
16,"un puñado de nueces de brasil o nueces de la amazonía, aisladas de fondo blanco. bertholletia excelsa es un árbol de la familia lecythidaceae, nativa de sudamérica, endémica de la amazonía.",https://www.shutterstock.com/image-photo/handful-brazil-nuts-amazon-isolated-600nw-2159375923.jpg
17,taburete artesanal indígena de madera,https://www.shutterstock.com/image-photo/indigenous-handmade-turtleshaped-stool-made-600nw-2407469315.jpg
18,"yasuni, ecuador - jan 4, 2015:  unidentified ecuadorian indian with a girl. indigenous indians  are protected by coica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/yasuni-ecuador-jan-4-2015-600nw-256928695.jpg
19,"indian woman hunter. close-up portrait of beautiful woman in native american costume with feathers. portrait of a beautiful girl. native american, indian woman in traditional dress, posing. native ame",https://www.shutterstock.com/image-photo/indian-woman-hunter-closeup-portrait-600nw-1502503172.jpg
20,"tabatinga, brazil - september 15, 2018: man with the fishes during a rainy day at the port of the amazon. tres fronteras. latin america. amazonia.",https://www.shutterstock.com/image-photo/tabatinga-brazil-september-15-2018-600nw-1224433495.jpg
21,"""forest giant owl butterfly"" (or owl butterfly) in innsbruck, austria. its scientific name is caligo eurilochus, native to brazil and amazon basin.  (no photoshop, see my other butterfly images).",https://www.shutterstock.com/image-photo/forest-giant-owl-butterfly-or-600nw-303890669.jpg
22,"jaguar is a big cat, a feline in the panthera genus only extant panthera species native to the americas. jaguar is the 3 largest feline after the tiger and lion, and the largest in the americas. ",https://www.shutterstock.com/image-photo/jaguar-big-cat-feline-panthera-600nw-744768772.jpg
23,"amazonia, peru - nov 10, 2010: unidentified amazonian woman sells beads to tourists. indigenous people of amazonia are protected by coica (coordinator of indigenous organizations of the amazon basin)",https://www.shutterstock.com/image-photo/amazonia-peru-nov-10-2010-600nw-188438768.jpg
24,"frutos maduros de carambola amarilla y hojas en el árbol. también se les llama fruta estrella y fruta de cinco esquinas (averrhoa carambola). aldea de terra do caju, estado de amazonas, brasil.",https://www.shutterstock.com/image-photo/ripe-yellow-carambola-fruit-leaves-600nw-2438415389.jpg
25,"iquitos, peru 17.12.2012, south america, belen fish market in the iquitos (nauta, belem), major city in amazonia. selling turtles and their eggs to eat.",https://www.shutterstock.com/image-photo/iquitos-peru-17122012-south-america-600nw-1487374133.jpg
26,carretera hawk (rupornis magnirostris) en el bosque colombiano ,https://www.shutterstock.com/image-photo/roadside-hawk-rupornis-magnirostris-colombian-600nw-1685936872.jpg
27,amazonia. un guía local navega en un barco que navega a través de los canales entre las copas de los árboles durante los altos niveles de agua del río amazonas. a veces tiene que cortar las ramas con machete.,https://www.shutterstock.com/image-photo/amazonia-local-guide-navigates-boat-600nw-2498248883.jpg
28,female jungle woman in rainforest in front of a river,https://www.shutterstock.com/image-photo/female-jungle-woman-rainforest-front-600nw-1269421750.jpg
29,"leticia, colombia - 03 dic. 2017: barcos tradicionales indios a orillas del río amazonas. amazonía. sudamérica",https://www.shutterstock.com/image-photo/leticia-colombia-dec-03-2017-600nw-2136923911.jpg
30,el aguaje es el fruto de una palmera ampliamente cultivada en las zonas húmedas de sudamérica. esto se puede comer fresco y es muy nutritivo.,https://www.shutterstock.com/image-photo/aguaje-fruit-palm-tree-widely-600nw-2326831837.jpg
31,"jaguar is a cat, a feline in the panthera genus only extant panthera species native to the americas. jaguar is the third-largest feline after the tiger and lion, and the largest in the americas.",https://www.shutterstock.com/image-photo/jaguar-cat-feline-panthera-genus-600nw-1341030185.jpg
32,"pontederia crassipes, comúnmente conocida como jacinto acuático común, es una planta acuática nativa de la cuenca amazónica, y a menudo es una especie invasiva altamente problemática fuera de su área nativa. ",https://www.shutterstock.com/image-photo/pontederia-crassipes-commonly-known-water-600nw-1938472828.jpg
33,"
artesanía de pueblos indígenas en brasil",https://www.shutterstock.com/image-photo/handicrafts-indigenous-people-brazil-600nw-1799738458.jpg
34,"leticia, amazonas, colombia - circa december 2019: the lake covered in green grass and plants in amazon on a sunny day.",https://www.shutterstock.com/image-photo/leticia-amazonas-colombia-circa-december-600nw-1737843284.jpg
35,mujer sexy y salvaje aislada de fondo blanco,https://www.shutterstock.com/image-photo/sexy-wild-woman-isolated-on-600nw-10396693.jpg
36,sexy native american woman amazonian,https://www.shutterstock.com/image-photo/sexy-native-american-woman-amazonian-600nw-712728463.jpg
37,modern tribal gypsy girl style,https://www.shutterstock.com/image-photo/modern-tribal-gypsy-girl-style-600nw-718249600.jpg
38,"rio de janeiro, august 25, 2019:  manifestation in favor of the amazon rainforest and against the government of president jair bolsonaro at ipanema beach, rio de janeiro.",https://www.shutterstock.com/image-photo/rio-de-janeiro-august-25-600nw-1489194956.jpg
39,"amazon river, manaus, amazonas, brazil: beautiful landscape overlooking the amazon river with houses.",https://www.shutterstock.com/image-photo/amazon-river-manaus-amazonas-brazil-600nw-1389274637.jpg
40,"delhi, india - 2 oct. 2023: gran festival indio de amazon",https://www.shutterstock.com/image-photo/delhi-india-oct-2-2023-600nw-2370875911.jpg
41,"peruvian jungle man wise in natural medicine, from the community of yaneshas, oxapampa. october 28, 2019, peru.",https://www.shutterstock.com/image-photo/peruvian-jungle-man-wise-natural-600nw-1557582020.jpg
42,"enormes árboles a orillas del río javari, cuenca del río amazonas. valle de javari, amazonia. américa latina. el valle de javari es uno de los territorios indígenas más grandes. sudamérica",https://www.shutterstock.com/image-photo/huge-trees-on-banks-javari-600nw-2210015963.jpg
43,"crossing by ferry boat from macapa to belem by amazon river, passing lush, green jungle and indigenous villages, from state of amapa to state of para in brazil",https://www.shutterstock.com/image-photo/crossing-by-ferry-boat-macapa-600nw-1205987725.jpg
44,"la paloma coronada por victoria (goura victoria) - la especie de paloma más grande del mundo, nativa del trópico de nueva guinea, la escena casi del beso de dos palomas de amor en kuala lumpur, malasia",https://www.shutterstock.com/image-photo/victoria-crowned-pigeon-goura-largest-600nw-1781529887.jpg
45,raw green parrot sitting on hand ,https://www.shutterstock.com/image-photo/raw-green-parrot-sitting-on-600nw-1636296289.jpg
46,"bangalore, india 22 de abril de 2024: marca india populares. fmcg. comercio rápido. revisar los artículos entregados. compra mensual de comestibles. concepto de compras a distancia, servicio de entrega a domicilio. lays gourmet ",https://www.shutterstock.com/image-photo/bangalore-india-22nd-april-2024-600nw-2506789233.jpg
47,"portraits of young woman with tribal patterns covering her body, wild and beautiful",https://www.shutterstock.com/image-photo/portraits-young-woman-tribal-patterns-600nw-1120236209.jpg
48,"retrato al aire libre de india nativa americana, retrato de hembra chamánica con sombrero de pluma indio y maquillaje colorido",https://www.shutterstock.com/image-photo/native-american-indian-woman-portrait-600nw-1741280630.jpg
49,group of kenyan people heading to the masai village in the traditional costume.. ,https://www.shutterstock.com/image-photo/group-kenyan-people-heading-masai-600nw-452137495.jpg
50,"iquitos, perú. 28 de septiembre de 2022: retrato de indígena no identificado en peruvian amazon",https://www.shutterstock.com/image-photo/iquitos-peru-28th-september-2022-600nw-2212246515.jpg
51,amazonian waterfalls lost in the jungle. brazilia,https://www.shutterstock.com/image-photo/amazonian-waterfalls-lost-jungle-brazilia-600nw-1613749573.jpg
52,"são gabriel da cachoeira, amazonas, brazil
mar 03, 2021
view of a hupdah indigenous village in the alto rio negro region, in the amazon rainforest.",https://www.shutterstock.com/image-photo/gabriel-da-cachoeira-amazonas-brazil-600nw-1931092205.jpg
53,"iquitos, perú. 20 de septiembre de 2022: vistas de los barrios de chabolas y estilo de vida de la gente en el riverbank amazonas",https://www.shutterstock.com/image-photo/iquitos-peru-20th-september-2022-600nw-2207068983.jpg
54,"vista aérea de la selva amazónica en perú, sudamérica. bosque verde. vista aérea. selva en perú. ",https://www.shutterstock.com/image-photo/aerial-view-amazon-rainforest-peru-600nw-2160745869.jpg
55,la selva amazónica en un día perfecto y encantador de sol,https://www.shutterstock.com/image-photo/amazon-rain-forest-perfect-lovely-600nw-1784245577.jpg
56,"pontederia crassipes (antes eichhornia crassipes), comúnmente conocida como jacinto acuático común, es una planta acuática originaria de sudamérica.",https://www.shutterstock.com/image-photo/pontederia-crassipes-formerly-eichhornia-commonly-600nw-2187109053.jpg
57,"iquitos, perú. 28 de septiembre de 2022: retrato de indígena no identificado en peruvian amazon",https://www.shutterstock.com/image-photo/iquitos-peru-28th-september-2022-600nw-2212246513.jpg
58,pájaro carpintero con mechón amarillo en la rama del árbol sobre fondo verde,https://www.shutterstock.com/image-photo/yellowtufted-woodpecker-on-tree-branch-600nw-2463214357.jpg
59,amazon forest fire surge. pray for amazonia concept. brazil flag with cardboard tree and fire ash.,https://www.shutterstock.com/image-photo/amazon-forest-fire-surge-pray-600nw-1521548012.jpg
60,"disco blanco (pez pompadour) sobre fondo azul aislado. symphysodon equifasciatus es un pez cíclido de agua dulce nativo del río amazonas, américa del sur. ",https://www.shutterstock.com/image-photo/white-discus-pompadour-fish-on-600nw-2497861687.jpg
61,"
beautiful houses, indigenous malocas reflected by the river in colombia ",https://www.shutterstock.com/image-photo/beautiful-houses-indigenous-malocas-reflected-600nw-1155456295.jpg
62,"kerala, india 27-agosto-2022 amazon site o página web de inicio abierta en pantalla de smartphone, navegador de dispositivos móviles o celulares aislados en rojo y espacio de copias. vistas al armario.",https://www.shutterstock.com/image-photo/kerala-india-28aug2022-amazon-ecommerce-600nw-2194646253.jpg
63,"porto seguro, bahia / brazil - december 20, 2010: pataxo indians are seen during a protest in a village in the rural area of the city of porto seguro, in southern bahia.
",https://www.shutterstock.com/image-photo/porto-seguro-bahia-brazil-december-600nw-1798247167.jpg
64,hermosa vista del río malir ,https://www.shutterstock.com/image-photo/beuatiful-view-malir-river-600nw-2424894273.jpg
65,"robust capuchin monkeys on hiking path - florianopolis, brazil",https://www.shutterstock.com/image-photo/robust-capuchin-monkeys-on-hiking-600nw-1132687061.jpg
66,zoológico en stuttgart animales salvajes ,https://www.shutterstock.com/image-photo/zoo-stuttgart-savage-animals-600nw-2462625213.jpg
67,"tabatinga, brazil - sep 21, 2018: people on the boat from ticuna tribe (magüta, tucuna, tikuna,tukuna]). indigenous people of brazil, colombia and peru. currently most numerous tribe in the brazil.",https://www.shutterstock.com/image-photo/tabatinga-brazil-sep-21-2018-600nw-1320114506.jpg
68,"souvenirs in the amazon rainforest made from local nuts and animals near iquitos. market for tourists on the amazon river. amazonas, brazil",https://www.shutterstock.com/image-photo/souvenirs-amazon-rainforest-made-local-600nw-1389284186.jpg
69,"small house in village pantoja, peru",https://www.shutterstock.com/image-photo/small-house-village-pantoja-peru-600nw-1222571236.jpg
70,fish native,https://www.shutterstock.com/image-photo/fish-native-600nw-141648709.jpg
71,"this red plant called annatto is originally from the indians, who used their seeds to paint the body red. it is widely used as a colorant for various purposes, mainly in the cosmetic and food",https://www.shutterstock.com/image-photo/this-red-plant-called-annatto-600nw-1541497046.jpg
72,"traditional house in village pantoja, peru",https://www.shutterstock.com/image-photo/traditional-house-village-pantoja-peru-600nw-331976924.jpg
73,inga fruit on shell - wooden background,https://www.shutterstock.com/image-photo/inga-fruit-on-shell-wooden-600nw-1436030597.jpg
74, conjunto de cuatro sombreros marrones aislados en fondo blanco,https://www.shutterstock.com/image-photo/set-four-brown-hat-isolated-600nw-1917307058.jpg
75,foto de la misteriosa y aterradora señora valkirie toothy sonrisa luces coloridas aisladas en color negro fondo,https://www.shutterstock.com/image-photo/photo-terrifying-mysterious-valkyrie-lady-600nw-2376847345.jpg
76,trajes para fiestas y carnavales,https://www.shutterstock.com/image-photo/costumes-parties-carnivals-600nw-1493206376.jpg
77,"peruvian jungle man wise in natural medicine, from the community of yaneshas, oxapampa. october 28, 2019, peru.",https://www.shutterstock.com/image-photo/peruvian-jungle-man-wise-natural-600nw-1557581960.jpg
78,"alalapadu, surinam - 16 de noviembre de 2016: una mujer indígena con un chaleco azul y llevando un rastrillo camina entre casas de madera tradicionales en un pueblo indígena en la selva amazónica",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-600nw-2472833491.jpg
79,"santa cruz cabralia, bahia, brazil - april 19, 2009: pataxo indians are seen during disputes at indigenous games in the coroa vermelha village in the city of santa cruz cabralia.",https://www.shutterstock.com/image-photo/santa-cruz-cabralia-bahia-brazil-600nw-1943523418.jpg
80,amazon rain forest in a perfect and lovely sunny day,https://www.shutterstock.com/image-photo/amazon-rain-forest-perfect-lovely-600nw-728592115.jpg
81,"loreto, marche / italy - august 2016: panoramic view of the loreto hills",https://www.shutterstock.com/image-photo/loreto-marche-italy-august-2016-600nw-1637135569.jpg
82,natural of wild ,https://www.shutterstock.com/image-photo/natural-wild-600nw-1121936957.jpg
83,hut in a jungle,https://www.shutterstock.com/image-photo/hut-jungle-600nw-1316105603.jpg
84,bonito es uno de los principales destinos turísticos del ecoturismo y la aventura en brasil. bonito es un verdadero paraíso con aguas cristalinas y el contraste de los peces coloridos con los bosques nativos.,https://www.shutterstock.com/image-photo/bonito-one-main-ecotourism-adventure-600nw-2364744613.jpg
85,"the patawa, sehe, hungurahua (ecuador) or mingucha (oenocarpus bataua or jessenia bataua) is a palm tree native to the amazon rainforest, that produces edible fruits rich in high quality oil.",https://www.shutterstock.com/image-photo/patawa-sehe-hungurahua-ecuador-mingucha-600nw-1049861828.jpg
86,un bello loro de loro indio de loro rosado en una jaula en una casa como mascota sentada y jugando de cerca,https://www.shutterstock.com/image-photo/beautiful-rose-ringed-neck-indian-600nw-765303298.jpg
87,"napo, ecuador,  2015. native exposing about the furta del cacao in the amazon.",https://www.shutterstock.com/image-photo/napo-ecuador-2015-native-exposing-600nw-1317478175.jpg
88,"amazon river / peru - 12 may 2011: indian village on amazon river, peru, south america",https://www.shutterstock.com/image-photo/amazon-river-peru-12-may-600nw-1679225026.jpg
89,"miembros del grupo boi garantido bumba actúan en el bumbodromo en el 57º festival folclórico parintins, un evento cultural y turístico popular en amazonas, norte de brasil - parintins, brasil 06.29.2024",https://www.shutterstock.com/image-photo/members-boi-garantido-bumba-group-600nw-2491352813.jpg
90,"tribes on the mountain  in sunset,tribe in beautiful costume dress,traditional tribal culture.",https://www.shutterstock.com/image-photo/tribes-on-mountain-sunsettribe-beautiful-600nw-677000038.jpg
91,"manilkara zapota, comúnmente conocida como sapodilla, sapota, chikoo, naseberry, o nispero es un árbol de larga vida, siempre verde, nativo del sur de méxico, centroamérica y el caribe. familia sapotaceae",https://www.shutterstock.com/image-photo/manilkara-zapota-commonly-known-sapodilla-600nw-1925873123.jpg
92,"amazonia, peru - nov 10, 2010: unidentified amazonian indigenous . indigenous people of amazonia are protected by  coica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/amazonia-peru-nov-10-2010-600nw-434568625.jpg
93,"aguaje is considered an exotic and fresh fruit that is consumed naturally, peeling the skin by scraping with a knife. it is used, above all, to prepare soft drinks and ice cream.",https://www.shutterstock.com/image-photo/aguaje-considered-exotic-fresh-fruit-600nw-1476251426.jpg
94,"peru, peruvian amazonas landscape. the photo present typical indian tribes settlement in amazon",https://www.shutterstock.com/image-photo/peru-peruvian-amazonas-landscape-photo-600nw-147923294.jpg
95,"indigenous wooden boat parked at riverfront in ecuadorian amazonia, puyo, ecuador.",https://www.shutterstock.com/image-photo/indigenous-wooden-boat-parked-riverfront-600nw-449779048.jpg
96,"salvador, bahia / brazil - may 29, 2017: indians from various bahia tribes and ethnic groups camp in salvador (ba) to discuss the political conjuncture and demand land demarcation.",https://www.shutterstock.com/image-photo/salvador-bahia-brazil-may-29-600nw-1572316357.jpg
97,"porto seguro, bahia / brazil - december 20, 2010: pataxo indians are seen during a protest in a village in the rural area of the city of porto seguro, in southern bahia.
",https://www.shutterstock.com/image-photo/porto-seguro-bahia-brazil-december-600nw-1797477409.jpg
98,sunrays breaking through the lush foliage of the forest during this beautiful sunrise over the amazon rainforest in peru,https://www.shutterstock.com/image-photo/sunrays-breaking-through-lush-foliage-600nw-1218161896.jpg
99,"yasuni, ecuador - jan 4, 2015:  unidentified ecuadorian indian little boy. indigenous indians  are protected by coica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/yasuni-ecuador-jan-4-2015-600nw-560772541.jpg
