,Descripción,Link
0,hermoso paisaje de selva tropical húmeda durante una tormenta de truenos,https://www.shutterstock.com/image-photo/beautiful-landscape-humid-tropical-jungle-600nw-231513190.jpg
1,emotional brunette girl with long hair in the amazon costume with bow and arrow on a white background.,https://www.shutterstock.com/image-photo/emotional-brunette-girl-long-hair-600nw-494179171.jpg
2,"the scarlet macaw is a large red, yellow, and blue south american parrot, a member of a large group of neotropical parrots called macaws. it is native to humid evergreen forests of tropical america",https://www.shutterstock.com/image-photo/scarlet-macaw-large-red-yellow-600nw-777830908.jpg
3,"vista desde un bote en un río en hato la aurora, casanare, colombia",https://www.shutterstock.com/image-photo/view-boat-on-river-hato-600nw-2469156267.jpg
4,"portraits of young woman with tribal patterns covering her body, wild and beautiful",https://www.shutterstock.com/image-photo/portraits-young-woman-tribal-patterns-600nw-1120234511.jpg
5,"south american tapir (tapirus terrestris), brazilian tapir. the lowland tapir is the largest surviving native terrestrial mammal in the amazon",https://www.shutterstock.com/image-photo/south-american-tapir-tapirus-terrestris-600nw-708138961.jpg
6,mujer indígena de la tribu uitoto de la amazonia colombiana tejiendo una canasta tradicional,https://www.shutterstock.com/image-photo/indigenous-woman-uitoto-tribe-colombian-600nw-1864428310.jpg
7,"caballococha, perú - 11 de diciembre de 2017: calle de pueblo pequeño a orillas del río amazonas en el camino de santa rosa a iquitos. amazonia. sudamérica.",https://www.shutterstock.com/image-photo/caballococha-peru-dec-11-2017-600nw-2469697511.jpg
8,selva amazónica en un día perfecto y hermoso de costa rica.,https://www.shutterstock.com/image-photo/amazon-rain-forest-perfect-lovely-600nw-1936366000.jpg
9,"las islas mentawai, ubicadas frente a la costa oeste de sumatra, indonesia, son un paraíso tropical conocido por sus impresionantes playas, lugares de surf de clase mundial y una rica cultura indígena. ",https://www.shutterstock.com/image-photo/mentawai-islands-located-off-west-600nw-2503455741.jpg
10,retrato de una mujer chamán africana.,https://www.shutterstock.com/image-photo/portrait-african-shaman-woman-600nw-754620094.jpg
11,"paumari, brazil- november 25, 2018: traditional, indian boat and beautiful view with the reflection in the lagoon of amazon jungle. latin america",https://www.shutterstock.com/image-photo/paumari-brazil-november-25-2018-600nw-1645952236.jpg
12,"souvenirs in the amazon rainforest made from local nuts and animals near iquitos. market for tourists on the amazon river. amazonas, brazil",https://www.shutterstock.com/image-photo/souvenirs-amazon-rainforest-made-local-600nw-1389284153.jpg
13,"jaguar - panthera onca  wild cat species, the only extant member of panthera native to the americas, southwestern united states and mexico across central america to paraguay, argentina",https://www.shutterstock.com/image-photo/jaguar-panthera-onca-wild-cat-600nw-1401306461.jpg
14,"iquitos, peru - dec 2019: portrait of an old man sitting on the chair and selling different things the belen bazaar (belén market), iquitos - gate to the rainforest, amazonia, loreto, south america",https://www.shutterstock.com/image-photo/iquitos-peru-dec-2019-portrait-600nw-1943886256.jpg
15,lotus in the lotus pond in a sunny day.,https://www.shutterstock.com/image-photo/lotus-pond-sunny-day-600nw-584603170.jpg
16,"cesta hecha de fibra vegetal, decorada con un patrón geométrico bicolor, según la tradición indígena amazónica, del grupo étnico ""canela"" en el estado de maranhão, brasil.",https://www.shutterstock.com/image-photo/basket-made-vegetable-fiber-decorated-600nw-2346482079.jpg
17,cassava tree in the farm,https://www.shutterstock.com/image-photo/cassava-tree-farm-600nw-673316770.jpg
18,atractiva mujer de jabalí en la playa,https://www.shutterstock.com/image-photo/attractive-wild-boho-woman-beach-600nw-442479712.jpg
19,"foto de recuerdos de varios tipos en el mercado municipal adolpho lisboa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-souvenirs-various-kinds-adolpho-600nw-2540154295.jpg
20,"hermosa playa de arena en la selva amazónica, durante la temporada baja de agua. amazonía. selva en la frontera entre brasil y perú. sudamérica. dos fronteras.",https://www.shutterstock.com/image-photo/beautiful-sandy-beach-amazon-jungle-600nw-2390714733.jpg
21,nacido en açaí directamente del bosque brasileño,https://www.shutterstock.com/image-photo/native-straight-brazilian-forest-600nw-2210478541.jpg
22,cockatoo bird isolated on black background,https://www.shutterstock.com/image-photo/cockatoo-bird-isolated-on-black-600nw-1352145470.jpg
23,"amazonia, peru - dec 28: unidentified amazonian indigenous man cooking fish over a wooden raft, on december 28, 2009, in peruvian amazonia, loreto, peru, south america",https://www.shutterstock.com/image-photo/amazonia-peru-dec-28-unidentified-600nw-198226943.jpg
24,sexy native american woman amazonian,https://www.shutterstock.com/image-photo/sexy-native-american-woman-amazonian-600nw-712728430.jpg
25,chocolate - granos de cacao. la manera ancestral de hacer chocolate por las comunidades locales de la amazonía en ecuador.,https://www.shutterstock.com/image-photo/chocolate-cocoa-beans-ancestral-way-600nw-1942848409.jpg
26,"cuenca, ecuador - december 20, 2019: portrait of unidentified indigenous healer (shaman) from amazonia getting ready performing traditional in ecuador health ceremony called purification",https://www.shutterstock.com/image-photo/cuenca-ecuador-december-20-2019-600nw-1698165391.jpg
27,"an elder member of the yagua tribe wearing his traditional head dress, near iquitos in the peruvian amazon. may 5, 2013",https://www.shutterstock.com/image-photo/elder-member-yagua-tribe-wearing-600nw-735034555.jpg
28,oso de maíz orgánico en la selva amazónica peruana cerca de la ciudad de tarapoto.,https://www.shutterstock.com/image-photo/organic-corn-ear-peruvian-amazon-600nw-2323516711.jpg
29,"paisaje tropical amazónico, pueblos idílicos y chozas aisladas de pequeños agricultores y pescadores a orillas del río amazonas en el estado de pará, brasil",https://www.shutterstock.com/image-photo/tropical-amazon-landscape-idyllic-villages-600nw-2135106899.jpg
30,pescado de agua dulce en un acuario: preco,https://www.shutterstock.com/image-photo/freshwater-fish-aquarium-preco-600nw-1745154791.jpg
31,"amazonia, peru - nov 10, 2010: unidentified amazonian man smiles. indigenous people of amazonia are protected by coica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/amazonia-peru-nov-10-2010-600nw-188437601.jpg
32,"rurrenabaque, beni / bolivia - may 11 2016: indigenous amazonian woman sitting on a hammock next to a man wearing a cap and a disposable plastic raincoat",https://www.shutterstock.com/image-photo/rurrenabaque-beni-bolivia-may-11-600nw-1713003226.jpg
33,cuyabeno national park / ecuador - dec 2010: the indian shaman from the village of siona indigenous people makes a treatment for caucasian tourists. exotic life in south america.,https://www.shutterstock.com/image-photo/cuyabeno-national-park-ecuador-dec-600nw-1335448115.jpg
34,"funny tuk tuk locals transportation race from peruvian amazon airport to points of interest in iquitos city. iquitos, peru, oct, 2019. ",https://www.shutterstock.com/image-photo/funny-tuk-locals-transportation-race-600nw-1549194980.jpg
35,"retrato al aire libre de india nativa americana, retrato de hembra chamánica con sombrero de pluma indio y maquillaje colorido",https://www.shutterstock.com/image-photo/native-american-indian-woman-portrait-600nw-1741280714.jpg
36,"amazon region, rurrenabaque, bolivia - may 15, 2016: image of an indigenous woman chopping sugarcane to get cane juice. beni river area in the madidi national park. bolivia",https://www.shutterstock.com/image-photo/amazon-region-rurrenabaque-bolivia-may-600nw-1423956170.jpg
