,Descripción,Link
0,"ecuador, yasuni national park - february 6, 2017: huaorani indian in his native environment, amazonas jungle",https://www.shutterstock.com/image-photo/ecuador-yasuni-national-park-february-600nw-1319173127.jpg
1,"foto de recuerdos en el mercado municipal adolpho lisboa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-souvenirs-adolpho-lisboa-municipal-600nw-2550911729.jpg
2,"retrato de sônia guajajara, ministra brasileña de pueblos indígenas - río de janeiro, brasil 02.15.2023",https://www.shutterstock.com/image-photo/portrait-guajajara-brazilian-minister-indigenous-600nw-2332272659.jpg
3,"el guacamayo de garganta azul es un loro raro y vibrante nativo de bolivia, conocido por su llamativo plumaje azul y amarillo y su distintiva garganta azul. ",https://www.shutterstock.com/image-photo/bluethroated-macaw-rare-vibrant-parrot-600nw-2539731291.jpg
4,"foto de recuerdos en el mercado municipal adolfo lisboa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-souvenirs-mercado-municipal-adolpho-600nw-2548242609.jpg
5,mujer se viste como india nativa norteamericana. lleva una cabeza de plumas y tiene una cara pintada. el concepto de cazadora de mujeres indias,https://www.shutterstock.com/image-photo/woman-gets-dressed-native-american-600nw-1742458724.jpg
6,"tabatinga, brazil - november 25, 2018: port of amazon river during low water season. south america. amazon river.  tres fronteras. rain forest of amazonia.",https://www.shutterstock.com/image-photo/tabatinga-brazil-november-25-2018-600nw-1343922134.jpg
7,"foto de varios recuerdos en el mercado municipal adolfo lisboa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-various-souvenirs-adolpho-lisboa-600nw-2549155089.jpg
8,tikuna tribe in a traditional dance,https://www.shutterstock.com/image-photo/tikuna-tribe-traditional-dance-600nw-1425891797.jpg
9,"santa cruz cabralia, bahia / brazil - april 8, 2012: pataxo indians during the 11th edition of the indigenous games of coroa vermelha village, in southern bahia (joa souza). ",https://www.shutterstock.com/image-photo/santa-cruz-cabralia-bahia-brazil-600nw-1572729685.jpg
10,"retrato de marina silva, ministra de medio ambiente, aloízio mercadante, presidenta del bndes, y sonia guajajara, ministra de pueblos indígenas - río de janeiro, brasil 02.15.2023",https://www.shutterstock.com/image-photo/portrait-marina-silva-minister-environment-600nw-2333221995.jpg
11,"porto seguro, bahia / brazil - february 4, 2011: indians of pataxo ethnicity are seen during protest at the national health foundation in the city of porto seguro.",https://www.shutterstock.com/image-photo/porto-seguro-bahia-brazil-february-600nw-1796052874.jpg
12,"el tamarin de manos rojas o tamarin de manos doradas o midas tamarin (saguinus midas), es un nuevo mono del mundo nativo de américa del sur.",https://www.shutterstock.com/image-photo/red-handed-tamarin-goldenhanded-midas-600nw-2534741957.jpg
