,Descripción,Link
0,"pau brasil, bahia / brazil - april 24, 2012: indigenous children of atina pataxo ha-ha-hae are seen in a public indigenous school in the city of pau brasil, in southern bahia.",https://www.shutterstock.com/image-photo/pau-brasil-bahia-brazil-april-600nw-1781835950.jpg
1,amazon rain forest in a perfect and lovely sunny day,https://www.shutterstock.com/image-photo/amazon-rain-forest-perfect-lovely-600nw-1577966806.jpg
2,"un hermoso arbusto annatto cargado. bixa orellana, urucum, fruto de anatto rojo. acondicionamiento, pigmento. copiar espacio, fondo de pantalla. flor rosa.",https://www.shutterstock.com/image-photo/beautiful-annatto-bush-loaded-bixa-600nw-2292690165.jpg
3,cara de un leopardo en la selva salvaje,https://www.shutterstock.com/image-photo/face-leopard-wild-jungle-600nw-2487084983.jpg
4,"amazonian exotic woman, facial paint, black dress, case for arrows and small wooden bottle hanging around neck, applying poison to arrow, posing, forest background.",https://www.shutterstock.com/image-photo/amazonian-exotic-woman-facial-paint-600nw-485727631.jpg
5,"jaguar cub is a big cat, a feline in the panthera genus only extant panthera species native to the americas. jaguar is the 3 largest feline after the tiger and lion, and the largest in the americas. ",https://www.shutterstock.com/image-photo/jaguar-cub-big-cat-feline-600nw-1331101937.jpg
6,"paumari, brazil - september 15, 2018: camp on the sandy beach in amazon jungle, during the low water season. amazonia. selva on the border of brazil and peru. south america. dos fronteras.",https://www.shutterstock.com/image-photo/paumari-brazil-september-15-2018-600nw-1232581798.jpg
7,"mariposa ""king swallowtail"" (o thoas swallowtail) de color amarillo a rayas en innsbruck, austria. heraclides thoas (o papilio thoas), nativa del sur y centro américa. ",https://www.shutterstock.com/image-photo/yellow-striped-black-tailed-king-600nw-1645757041.jpg
8,taburete artesanal indígena de madera,https://www.shutterstock.com/image-photo/indigenous-handmade-birdshaped-stool-made-600nw-2407468587.jpg
9,brazilian indians of the pataxo tribe in south bahia brazil,https://www.shutterstock.com/image-photo/brazilian-indians-pataxo-tribe-south-600nw-1105467326.jpg
10," discus are colorful, graceful and charismatic tank inhabitants. symphysodon, colloquially known as discus, is a genus of cichlids native to the amazon river basin in south america.",https://www.shutterstock.com/image-photo/discus-colorful-graceful-charismatic-tank-600nw-784777933.jpg
11,"macao azul y amarillo, ara ararauna, loro salvaje",https://www.shutterstock.com/image-photo/blueandyellow-macaw-ara-ararauna-wild-600nw-2129037209.jpg
12,atractiva mujer joven en joyas étnicas con tambor al aire libre,https://www.shutterstock.com/image-photo/attractive-young-woman-ethnic-jewelry-600nw-440163082.jpg
13,"aguaje is considered an exotic and fresh fruit that is consumed naturally, peeling the skin by scraping with a knife. it is used, above all, to prepare soft drinks and ice cream.",https://www.shutterstock.com/image-photo/aguaje-considered-exotic-fresh-fruit-600nw-1476251510.jpg
14,"mask .souvenirs in the amazon rainforest made from local nuts and animals near iquitos. market for tourists on the amazon river. amazonas, brazil",https://www.shutterstock.com/image-photo/mask-souvenirs-amazon-rainforest-made-600nw-1389284162.jpg
15,arte indígena: esteras en material natural con detalles coloridos,https://www.shutterstock.com/image-photo/indigenous-art-mats-natural-material-600nw-2407480153.jpg
16,"pupunha fruit, a peach palm fruit native from amazon rainforest being sold in ver-o-peso, famous touristic and traditional food market in belém, pará state, north of brazil",https://www.shutterstock.com/image-photo/pupunha-fruit-peach-palm-native-600nw-1628107429.jpg
17,"el disco rojo y blanco (pez pompadour) sobre fondo azul aislado. symphysodon aequifasciatus es un crisol americano originario del río amazonas, sudamérica, popular como pescado acuario de agua dulce.",https://www.shutterstock.com/image-photo/red-white-discus-pompadour-fish-600nw-1839908656.jpg
18,cannonball flower or sal flower on tree,https://www.shutterstock.com/image-photo/cannonball-flower-sal-on-tree-600nw-667433986.jpg
19,"alalapadu, surinam - 18 de noviembre de 2016: niños indígenas con uniformes escolares se sientan en un salón de clases en una aldea indígena en la selva amazónica. una chica mira a su alrededor, en la pizarra son sumas",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18-2016-600nw-2476781255.jpg
20,un mono en un árbol en puerto maldonado amazonía perú con fondo de árbol. enfoque selectivo. ,https://www.shutterstock.com/image-photo/monkey-tree-puerto-maldonado-amazon-600nw-2274459589.jpg
21,"amazonia, peru - nov 10, 2010: unidentified amazonian indigenous. indigenous people of amazonia are protected by  coica (coordinator of indigenous organizations of the amazon river basin)",https://www.shutterstock.com/image-photo/amazonia-peru-nov-10-2010-600nw-434571391.jpg
22,"sloth on house in amazonian community in the amazon jungle near iquitos, peru, south america",https://www.shutterstock.com/image-photo/sloth-on-house-amazonian-community-600nw-1068199019.jpg
23,ropa tradicional indígena colgando en el mercado de otavalo ecuador,https://www.shutterstock.com/image-photo/traditional-indigenous-clothes-hanging-market-600nw-2217414535.jpg
24,"small wooden house on the banks of the amazon river in the extreme west of pará, brazil",https://www.shutterstock.com/image-photo/small-wooden-house-on-banks-600nw-719084188.jpg
25,"jaguar cub is a big cat, a feline in the panthera genus only extant panthera species native to the americas. jaguar is the 3 largest feline after the tiger and lion, and the largest in the americas. ",https://www.shutterstock.com/image-photo/jaguar-cub-big-cat-feline-600nw-594363899.jpg
26,"sao paulo, sp, brasil - 14 de octubre de 2021: indígenas de una tribu amazónica brasileña con un colorido tocador de plumas.",https://www.shutterstock.com/image-photo/sao-paulo-sp-brazil-october-600nw-2371024511.jpg
27,"amazonian rainforest, la selva lodge, ecuador, hikers taking a break, october 13, 1998",https://www.shutterstock.com/image-photo/amazonian-rainforest-la-selva-lodge-600nw-1272665140.jpg
28,souvenirs in the amazon rainforest made from local nuts and animals near iquitos.,https://www.shutterstock.com/image-photo/souvenirs-amazon-rainforest-made-local-600nw-1151497475.jpg
29,"new york, new york- september 20th, 2019: global youth climate strike in nyc",https://www.shutterstock.com/image-photo/new-york-september-20th-2019-600nw-1566187792.jpg
30,"mazan, peru - july 17, 2015: cargo boat arabela i plies river napo, peru",https://www.shutterstock.com/image-photo/mazan-peru-july-17-2015-600nw-414466480.jpg
31,"jaguar (panthera onca) especie de gato salvaje, género panthera nativo de las américas. las especies de gatos nativos más grandes del nuevo mundo y la tercera más grande del mundo",https://www.shutterstock.com/image-photo/jaguar-panthera-onca-wild-cat-600nw-1884774412.jpg
32,woman athlete in the amazon costume with fur and skins posing on a black background in the scenic red and blue light.,https://www.shutterstock.com/image-photo/woman-athlete-amazon-costume-fur-600nw-571449346.jpg
33,village in the amazon,https://www.shutterstock.com/image-photo/village-amazon-600nw-1182395725.jpg
34,"reserva nacional pacaya samiria, perú - 14 de septiembre de 2024 vista de un naturalista junto a un árbol de caucho y sosteniendo una cuerda de látex.",https://www.shutterstock.com/image-photo/pacaya-samiria-national-reserve-peru-600nw-2529702419.jpg
35,"colorful discus (pompadour fish) on isolated blue background. symphysodon aequifasciatus is american cichlids native to the amazon river, south america,popular as freshwater aquarium fish.",https://www.shutterstock.com/image-photo/colorful-discus-pompadour-fish-on-600nw-784778041.jpg
36,"jaguar es un gato, un felino en el género panthera sólo existen especies de panthera nativas de las américas. jaguar es el tercer felino más grande después del tigre y el león",https://www.shutterstock.com/image-photo/jaguar-cat-feline-panthera-genus-600nw-2414516923.jpg
37,emotional brunette girl with long hair in the amazon costume with bow and arrow on a white background.,https://www.shutterstock.com/image-photo/emotional-brunette-girl-long-hair-600nw-494119351.jpg
