,Descripción,Link
0,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635845.jpg
1,silueta de un hombre nativo remando canoa en el agua tranquila del atardecer,https://www.shutterstock.com/image-photo/silhouette-native-man-paddling-canoe-600nw-2368885275.jpg
2,hombre indígena nadando en selva amazónica en bote hecho a mano,https://www.shutterstock.com/image-photo/native-tribal-man-swimming-amazonia-600nw-2102452261.jpg
3,"el chamán de la tribu pataxó, con la toalla de plumas y fumando una pipa. indios brasileños mirando a la derecha",https://www.shutterstock.com/image-photo/shaman-tribe-wearing-feather-headdress-600nw-1940396674.jpg
4,mujer indígena de la tribu huitoto de la amazonía colombiana frente a una maloka con una canasta tradicional,https://www.shutterstock.com/image-photo/indigenous-woman-huitoto-tribe-colombian-600nw-1864417603.jpg
5,"cuenca, ecuador - 3 de noviembre de 2022: feria de artesanía de la provincia de pastaza. dos mujeres indígenas de nacionalidad huaorani (waorani) con ropa típica y pintura facial representan la artesanía hecha de fibra de palma.",https://www.shutterstock.com/image-photo/cuencaecuador-november-3-2022-craft-600nw-2503462679.jpg
6,"reserva de vida silvestre cuyabeno, ecuador - 24 de enero de 2023: chamán siona en el pueblo indígena de puerto bolívar",https://www.shutterstock.com/image-photo/cuyabeno-wildlife-reserve-ecuador-january-600nw-2521138257.jpg
7,mujer indígena de la tribu huitoto de la amazonía colombiana frente a una maloka con una canasta tradicional,https://www.shutterstock.com/image-photo/indigenous-woman-huitoto-tribe-colombian-600nw-1864413091.jpg
8,"atalaia de nord, amazonas, brasil - 7 de diciembre de 2017: mujer mayor tribal en un pequeño bote de madera contra el telón de fondo de árboles que se elevan desde el agua sobre una laguna en el amazonas. amazonia. latina américa",https://www.shutterstock.com/image-photo/atalaia-de-nord-amazonas-brazil-600nw-2499131985.jpg
9,"alalapadu, surinam - 16 de noviembre de 2016: un pequeño grupo de mujeres y niños indígenas caminan a través de una aldea indígena en la selva amazónica surinamesa hacia casas de madera tradicionales.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-600nw-2472834921.jpg
10,"hombre indígena del grupo étnico dessana o tukuya siendo fotografiado de perfil en su comunidad cerca de árboles y un arroyo. ciudad de manaus, brasil 23 de junio de 2023",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tukuya-ethnic-600nw-2479630979.jpg
11,hombre huaorani preparando su loro waorani reserva yasuni parque nacional ecuador,https://www.shutterstock.com/image-photo/huaorani-indigenous-male-amazonia-region-600nw-1675696057.jpg
12,"alalapadu, surinam - 18 de noviembre de 2016: niños indígenas con uniformes escolares se sientan en un salón de clases en una aldea indígena en la selva amazónica. una chica mira a su alrededor, en la pizarra son sumas",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18-2016-600nw-2476781255.jpg
13,"niña indígena wayuri de ecuador sentada en el piso de una cabaña, vestida con su tradicional vestido de paja. esta imagen captura la esencia serena y cultural de la tribu wayuri",https://www.shutterstock.com/image-photo/indigenous-wayuri-girl-ecuador-sits-600nw-2477420787.jpg
14,"una joven indígena wayuri pinta el rostro de un turista con achiote, siguiendo la tradición de los guerreros amazónicos en la amazonía ecuatoriana. esta imagen captura un momento de intercambio cultural",https://www.shutterstock.com/image-photo/young-wayuri-indigenous-girl-paints-600nw-2477420793.jpg
