id,name,url,labels
1258,1258,./tribes_data/pendant feathers ancestral_clothing/1258.jpg,"pendant,feathers,ancestral_clothing"
266,266,./tribes_data/pendant modern_clothing face_paint feathers/266.jpg,"pendant,modern_clothing,face_paint,feathers"
1006,1006,./tribes_data/pendant face_paint ancestral_clothing feathers bracelets tendrils/1006.jpg,"pendant,face_paint,ancestral_clothing,feathers,bracelets,tendrils"
576,576,./tribes_data/modern_clothing/576.jpg,modern_clothing
1050,1050,./tribes_data/face_paint modern_clothing/1050.jpg,"face_paint,modern_clothing"
1166,1166,./tribes_data/ancestral_clothing corporal_paint/1166.jpg,"ancestral_clothing,corporal_paint"
988,988,./tribes_data/pendant modern_clothing tendrils/988.jpg,"pendant,modern_clothing,tendrils"
1332,1332,./tribes_data/ancestral_clothing feathers/1332.jpg,"ancestral_clothing,feathers"
1245,1245,./tribes_data/pendant ancestral_clothing tendrils/1245.jpg,"pendant,ancestral_clothing,tendrils"
221,221,./tribes_data/face_paint corporal_paint modern_clothing/221.jpg,"face_paint,corporal_paint,modern_clothing"
671,671,./tribes_data/modern_clothing/671.jpg,modern_clothing
307,307,./tribes_data/pendant face_paint feathers/307.jpg,"pendant,face_paint,feathers"
673,673,./tribes_data/modern_clothing/673.jpg,modern_clothing
606,606,./tribes_data/modern_clothing/606.jpg,modern_clothing
1095,1095,./tribes_data/pendant face_paint corporal_paint ancestral_clothing feathers/1095.jpg,"pendant,face_paint,corporal_paint,ancestral_clothing,feathers"
1277,1277,./tribes_data/ancestral_clothing face_paint feathers/1277.jpg,"ancestral_clothing,face_paint,feathers"
61,61,./tribes_data/pendant face_paint ancestral_clothing feathers/61.jpg,"pendant,face_paint,ancestral_clothing,feathers"
632,632,./tribes_data/modern_clothing/632.jpg,modern_clothing
233,233,./tribes_data/modern_clothing feathers/233.jpg,"modern_clothing,feathers"
575,575,./tribes_data/modern_clothing/575.jpg,modern_clothing
502,502,./tribes_data/modern_clothing/502.jpg,modern_clothing
1362,1362,./tribes_data/face_paint tendrils/1362.jpg,"face_paint,tendrils"
704,704,./tribes_data/pendant corporal_paint feathers/704.jpg,"pendant,corporal_paint,feathers"
276,276,./tribes_data/pendant arm_accesory face_paint modern_clothing/276.jpg,"pendant,arm_accesory,face_paint,modern_clothing"
546,546,./tribes_data/modern_clothing/546.jpg,modern_clothing
169,169,./tribes_data/pendant face_paint tendrils/169.jpg,"pendant,face_paint,tendrils"
1221,1221,./tribes_data/face_paint/1221.jpg,face_paint
716,716,./tribes_data/pendant feathers/716.jpg,"pendant,feathers"
968,968,./tribes_data/pendant ancestral_clothing feathers/968.jpg,"pendant,ancestral_clothing,feathers"
710,710,./tribes_data/bracelets/710.jpg,bracelets
1294,1294,./tribes_data/pendant face_paint corporal_paint modern_clothing/1294.jpg,"pendant,face_paint,corporal_paint,modern_clothing"
274,274,./tribes_data/pendant arm_accesory face_paint modern_clothing/274.jpg,"pendant,arm_accesory,face_paint,modern_clothing"
1239,1239,./tribes_data/pendant ancestral_clothing tendrils/1239.jpg,"pendant,ancestral_clothing,tendrils"
740,740,./tribes_data/pendant face_paint ancestral_clothing tendrils/740.jpg,"pendant,face_paint,ancestral_clothing,tendrils"
163,163,./tribes_data/pendant nose_piercing feathers tendrils/163.jpg,"pendant,nose_piercing,feathers,tendrils"
10,10,./tribes_data/ancestral_clothing face_paint/10.jpg,"ancestral_clothing,face_paint"
503,503,./tribes_data/modern_clothing/503.jpg,modern_clothing
419,419,./tribes_data/pendant face_paint feathers/419.jpg,"pendant,face_paint,feathers"
841,841,./tribes_data/pendant arm_accesory face_paint ancestral_clothing feathers/841.jpg,"pendant,arm_accesory,face_paint,ancestral_clothing,feathers"
414,414,./tribes_data/pendant face_paint feathers/414.jpg,"pendant,face_paint,feathers"
226,226,./tribes_data/pendant arm_accesory face_paint corporal_paint ancestral_clothing/226.jpg,"pendant,arm_accesory,face_paint,corporal_paint,ancestral_clothing"
225,225,./tribes_data/pendant arm_accesory face_paint corporal_paint ancestral_clothing/225.jpg,"pendant,arm_accesory,face_paint,corporal_paint,ancestral_clothing"
236,236,./tribes_data/modern_clothing feathers/236.jpg,"modern_clothing,feathers"
804,804,./tribes_data/pendant ancestral_clothing face_paint feathers arm_accesory bracelets/804.jpg,"pendant,ancestral_clothing,face_paint,feathers,arm_accesory,bracelets"
1426,1426,./tribes_data/ancestral_clothing/1426.jpg,ancestral_clothing
1302,1302,./tribes_data/pendant face_paint corporal_paint arm_accesory feathers/1302.jpg,"pendant,face_paint,corporal_paint,arm_accesory,feathers"
765,765,./tribes_data/pendant face_paint ancestral_clothing/765.jpg,"pendant,face_paint,ancestral_clothing"
501,501,./tribes_data/modern_clothing/501.jpg,modern_clothing
25,25,./tribes_data/pendant ancestral_clothing/25.jpg,"pendant,ancestral_clothing"
430,430,./tribes_data/pendant face_paint feathers/430.jpg,"pendant,face_paint,feathers"
210,210,./tribes_data/pendant ancestral_clothing face_paint/210.jpg,"pendant,ancestral_clothing,face_paint"
1063,1063,./tribes_data/face_paint modern_clothing/1063.jpg,"face_paint,modern_clothing"
299,299,./tribes_data/face_paint corporal_paint feathers/299.jpg,"face_paint,corporal_paint,feathers"
1112,1112,./tribes_data/pendant face_paint corporal_paint ancestral_clothing feathers/1112.jpg,"pendant,face_paint,corporal_paint,ancestral_clothing,feathers"
1412,1412,./tribes_data/ancestral_clothing/1412.jpg,ancestral_clothing
1400,1400,./tribes_data/pendant nose_piercing corporal_paint feathers/1400.jpg,"pendant,nose_piercing,corporal_paint,feathers"
1328,1328,./tribes_data/ancestral_clothing feathers/1328.jpg,"ancestral_clothing,feathers"
520,520,./tribes_data/modern_clothing/520.jpg,modern_clothing
75,75,./tribes_data/pendant face_paint ancestral_clothing feathers/75.jpg,"pendant,face_paint,ancestral_clothing,feathers"
1408,1408,./tribes_data/ancestral_clothing/1408.jpg,ancestral_clothing
1106,1106,./tribes_data/pendant face_paint corporal_paint ancestral_clothing feathers/1106.jpg,"pendant,face_paint,corporal_paint,ancestral_clothing,feathers"
353,353,./tribes_data/pendant face_paint feathers/353.jpg,"pendant,face_paint,feathers"
381,381,./tribes_data/pendant face_paint feathers/381.jpg,"pendant,face_paint,feathers"
1197,1197,./tribes_data/pendant face_paint corporal_paint feathers bracelets/1197.jpg,"pendant,face_paint,corporal_paint,feathers,bracelets"
883,883,./tribes_data/pendant face_paint/883.jpg,"pendant,face_paint"
477,477,./tribes_data/modern_clothing/477.jpg,modern_clothing
1419,1419,./tribes_data/ancestral_clothing/1419.jpg,ancestral_clothing
411,411,./tribes_data/pendant face_paint feathers/411.jpg,"pendant,face_paint,feathers"
45,45,./tribes_data/face_paint feathers/45.jpg,"face_paint,feathers"
807,807,./tribes_data/pendant ancestral_clothing face_paint feathers arm_accesory bracelets/807.jpg,"pendant,ancestral_clothing,face_paint,feathers,arm_accesory,bracelets"
1261,1261,./tribes_data/pendant arm_accesory face_paint corporal_paint ancestral_clothing feathers/1261.jpg,"pendant,arm_accesory,face_paint,corporal_paint,ancestral_clothing,feathers"
209,209,./tribes_data/pendant ancestral_clothing face_paint/209.jpg,"pendant,ancestral_clothing,face_paint"
631,631,./tribes_data/modern_clothing/631.jpg,modern_clothing
796,796,./tribes_data/pendant face_paint feathers bracelets/796.jpg,"pendant,face_paint,feathers,bracelets"
1253,1253,./tribes_data/pendant ancestral_clothing bracelets/1253.jpg,"pendant,ancestral_clothing,bracelets"
393,393,./tribes_data/pendant face_paint feathers/393.jpg,"pendant,face_paint,feathers"
567,567,./tribes_data/modern_clothing/567.jpg,modern_clothing
754,754,./tribes_data/pendant face_paint ancestral_clothing/754.jpg,"pendant,face_paint,ancestral_clothing"
183,183,./tribes_data/pendant face_paint tendrils/183.jpg,"pendant,face_paint,tendrils"
1179,1179,./tribes_data/ancestral_clothing corporal_paint/1179.jpg,"ancestral_clothing,corporal_paint"
1421,1421,./tribes_data/ancestral_clothing/1421.jpg,ancestral_clothing
47,47,./tribes_data/face_paint feathers/47.jpg,"face_paint,feathers"
1175,1175,./tribes_data/ancestral_clothing corporal_paint/1175.jpg,"ancestral_clothing,corporal_paint"
109,109,./tribes_data/ancestral_clothing corporal_paint feathers/109.jpg,"ancestral_clothing,corporal_paint,feathers"
1073,1073,./tribes_data/ancestral_clothing face_paint corporal_paint arm_accesory bracelets/1073.jpg,"ancestral_clothing,face_paint,corporal_paint,arm_accesory,bracelets"
449,449,./tribes_data/pendant face_paint feathers/449.jpg,"pendant,face_paint,feathers"
399,399,./tribes_data/pendant face_paint feathers/399.jpg,"pendant,face_paint,feathers"
938,938,./tribes_data/pendant ancestral_clothing feathers/938.jpg,"pendant,ancestral_clothing,feathers"
405,405,./tribes_data/pendant face_paint feathers/405.jpg,"pendant,face_paint,feathers"
846,846,./tribes_data/pendant arm_accesory face_paint ancestral_clothing feathers/846.jpg,"pendant,arm_accesory,face_paint,ancestral_clothing,feathers"
1298,1298,./tribes_data/pendant arm_accesory face_paint ancestral_clothing/1298.jpg,"pendant,arm_accesory,face_paint,ancestral_clothing"
505,505,./tribes_data/modern_clothing/505.jpg,modern_clothing
