id,name,url,labels
6822,6822,./labeled_data/object/6822.jpg,object
9100,9100,./labeled_data/human terrain/9100.jpg,"human,terrain"
5725,5725,./labeled_data/object/5725.jpg,object
3077,3077,./labeled_data/human/3077.jpg,human
8054,8054,./labeled_data/terrain/8054.jpg,terrain
5152,5152,./labeled_data/human object/5152.jpg,"human,object"
12744,12744,./labeled_data/animal/12744.jpg,animal
2970,2970,./labeled_data/human/2970.jpg,human
11611,11611,./labeled_data/animal/11611.jpg,animal
5509,5509,./labeled_data/object/5509.jpg,object
9835,9835,./labeled_data/animal human/9835.jpg,"animal,human"
4682,4682,./labeled_data/human/4682.jpg,human
2869,2869,./labeled_data/human/2869.jpg,human
6295,6295,./labeled_data/object/6295.jpg,object
1020,1020,./labeled_data/human/1020.jpg,human
12311,12311,./labeled_data/animal/12311.jpg,animal
5144,5144,./labeled_data/human object/5144.jpg,"human,object"
7244,7244,./labeled_data/object/7244.jpg,object
11266,11266,./labeled_data/animal/11266.jpg,animal
3596,3596,./labeled_data/human/3596.jpg,human
5501,5501,./labeled_data/object/5501.jpg,object
3866,3866,./labeled_data/human/3866.jpg,human
13764,13764,./labeled_data/animal/13764.jpg,animal
10614,10614,./labeled_data/object terrain/10614.jpg,"object,terrain"
4226,4226,./labeled_data/human/4226.jpg,human
7195,7195,./labeled_data/object/7195.jpg,object
11808,11808,./labeled_data/animal/11808.jpg,animal
12062,12062,./labeled_data/animal/12062.jpg,animal
10828,10828,./labeled_data/object terrain/10828.jpg,"object,terrain"
3907,3907,./labeled_data/human/3907.jpg,human
9753,9753,./labeled_data/animal human/9753.jpg,"animal,human"
3749,3749,./labeled_data/human/3749.jpg,human
11261,11261,./labeled_data/animal/11261.jpg,animal
9921,9921,./labeled_data/object terrain/9921.jpg,"object,terrain"
6011,6011,./labeled_data/object/6011.jpg,object
8069,8069,./labeled_data/terrain/8069.jpg,terrain
3,3,./labeled_data/human/3.jpg,human
4486,4486,./labeled_data/human/4486.jpg,human
12538,12538,./labeled_data/animal/12538.jpg,animal
8757,8757,./labeled_data/terrain/8757.jpg,terrain
5200,5200,./labeled_data/human object/5200.jpg,"human,object"
4020,4020,./labeled_data/human/4020.jpg,human
9844,9844,./labeled_data/animal human/9844.jpg,"animal,human"
10023,10023,./labeled_data/object terrain/10023.jpg,"object,terrain"
12551,12551,./labeled_data/animal/12551.jpg,animal
1320,1320,./labeled_data/human/1320.jpg,human
7161,7161,./labeled_data/object/7161.jpg,object
4065,4065,./labeled_data/human/4065.jpg,human
2894,2894,./labeled_data/human/2894.jpg,human
2664,2664,./labeled_data/human/2664.jpg,human
5510,5510,./labeled_data/object/5510.jpg,object
13123,13123,./labeled_data/animal/13123.jpg,animal
9173,9173,./labeled_data/human terrain/9173.jpg,"human,terrain"
1239,1239,./labeled_data/human/1239.jpg,human
11397,11397,./labeled_data/animal/11397.jpg,animal
5128,5128,./labeled_data/human object/5128.jpg,"human,object"
13350,13350,./labeled_data/animal/13350.jpg,animal
8655,8655,./labeled_data/terrain/8655.jpg,terrain
7288,7288,./labeled_data/object/7288.jpg,object
223,223,./labeled_data/human/223.jpg,human
436,436,./labeled_data/human/436.jpg,human
6392,6392,./labeled_data/object/6392.jpg,object
604,604,./labeled_data/human/604.jpg,human
1077,1077,./labeled_data/human/1077.jpg,human
1112,1112,./labeled_data/human/1112.jpg,human
9086,9086,./labeled_data/human terrain/9086.jpg,"human,terrain"
3746,3746,./labeled_data/human/3746.jpg,human
7895,7895,./labeled_data/terrain/7895.jpg,terrain
12749,12749,./labeled_data/animal/12749.jpg,animal
2051,2051,./labeled_data/human/2051.jpg,human
9082,9082,./labeled_data/human terrain/9082.jpg,"human,terrain"
1965,1965,./labeled_data/human/1965.jpg,human
10270,10270,./labeled_data/object terrain/10270.jpg,"object,terrain"
3255,3255,./labeled_data/human/3255.jpg,human
10197,10197,./labeled_data/object terrain/10197.jpg,"object,terrain"
11223,11223,./labeled_data/animal/11223.jpg,animal
6928,6928,./labeled_data/object/6928.jpg,object
9056,9056,./labeled_data/terrain/9056.jpg,terrain
6336,6336,./labeled_data/object/6336.jpg,object
13149,13149,./labeled_data/animal/13149.jpg,animal
5244,5244,./labeled_data/human object/5244.jpg,"human,object"
13621,13621,./labeled_data/animal/13621.jpg,animal
4879,4879,./labeled_data/human object/4879.jpg,"human,object"
3261,3261,./labeled_data/human/3261.jpg,human
11882,11882,./labeled_data/animal/11882.jpg,animal
7456,7456,./labeled_data/object/7456.jpg,object
2860,2860,./labeled_data/human/2860.jpg,human
4635,4635,./labeled_data/human/4635.jpg,human
11589,11589,./labeled_data/animal/11589.jpg,animal
5332,5332,./labeled_data/object/5332.jpg,object
8812,8812,./labeled_data/terrain/8812.jpg,terrain
9373,9373,./labeled_data/human terrain/9373.jpg,"human,terrain"
9708,9708,./labeled_data/animal human/9708.jpg,"animal,human"
7102,7102,./labeled_data/object/7102.jpg,object
6646,6646,./labeled_data/object/6646.jpg,object
571,571,./labeled_data/human/571.jpg,human
11778,11778,./labeled_data/animal/11778.jpg,animal
2031,2031,./labeled_data/human/2031.jpg,human
11591,11591,./labeled_data/animal/11591.jpg,animal
6861,6861,./labeled_data/object/6861.jpg,object
2219,2219,./labeled_data/human/2219.jpg,human
10625,10625,./labeled_data/object terrain/10625.jpg,"object,terrain"
7023,7023,./labeled_data/object/7023.jpg,object
200,200,./labeled_data/human/200.jpg,human
3562,3562,./labeled_data/human/3562.jpg,human
2592,2592,./labeled_data/human/2592.jpg,human
3739,3739,./labeled_data/human/3739.jpg,human
9469,9469,./labeled_data/human terrain/9469.jpg,"human,terrain"
185,185,./labeled_data/human/185.jpg,human
11706,11706,./labeled_data/animal/11706.jpg,animal
10824,10824,./labeled_data/object terrain/10824.jpg,"object,terrain"
12282,12282,./labeled_data/animal/12282.jpg,animal
12447,12447,./labeled_data/animal/12447.jpg,animal
13506,13506,./labeled_data/animal/13506.jpg,animal
4766,4766,./labeled_data/human/4766.jpg,human
13791,13791,./labeled_data/animal/13791.jpg,animal
2621,2621,./labeled_data/human/2621.jpg,human
161,161,./labeled_data/human/161.jpg,human
4091,4091,./labeled_data/human/4091.jpg,human
2880,2880,./labeled_data/human/2880.jpg,human
1995,1995,./labeled_data/human/1995.jpg,human
5913,5913,./labeled_data/object/5913.jpg,object
8944,8944,./labeled_data/terrain/8944.jpg,terrain
175,175,./labeled_data/human/175.jpg,human
8846,8846,./labeled_data/terrain/8846.jpg,terrain
1840,1840,./labeled_data/human/1840.jpg,human
1537,1537,./labeled_data/human/1537.jpg,human
7435,7435,./labeled_data/object/7435.jpg,object
4370,4370,./labeled_data/human/4370.jpg,human
3929,3929,./labeled_data/human/3929.jpg,human
6489,6489,./labeled_data/object/6489.jpg,object
6856,6856,./labeled_data/object/6856.jpg,object
5648,5648,./labeled_data/object/5648.jpg,object
1849,1849,./labeled_data/human/1849.jpg,human
5543,5543,./labeled_data/object/5543.jpg,object
3794,3794,./labeled_data/human/3794.jpg,human
6904,6904,./labeled_data/object/6904.jpg,object
9146,9146,./labeled_data/human terrain/9146.jpg,"human,terrain"
3246,3246,./labeled_data/human/3246.jpg,human
2673,2673,./labeled_data/human/2673.jpg,human
4048,4048,./labeled_data/human/4048.jpg,human
12631,12631,./labeled_data/animal/12631.jpg,animal
10486,10486,./labeled_data/object terrain/10486.jpg,"object,terrain"
3547,3547,./labeled_data/human/3547.jpg,human
12420,12420,./labeled_data/animal/12420.jpg,animal
2946,2946,./labeled_data/human/2946.jpg,human
9745,9745,./labeled_data/animal human/9745.jpg,"animal,human"
12773,12773,./labeled_data/animal/12773.jpg,animal
1163,1163,./labeled_data/human/1163.jpg,human
2967,2967,./labeled_data/human/2967.jpg,human
10356,10356,./labeled_data/object terrain/10356.jpg,"object,terrain"
1087,1087,./labeled_data/human/1087.jpg,human
10086,10086,./labeled_data/object terrain/10086.jpg,"object,terrain"
9064,9064,./labeled_data/terrain/9064.jpg,terrain
2012,2012,./labeled_data/human/2012.jpg,human
2901,2901,./labeled_data/human/2901.jpg,human
11056,11056,./labeled_data/object terrain/11056.jpg,"object,terrain"
112,112,./labeled_data/human/112.jpg,human
10507,10507,./labeled_data/object terrain/10507.jpg,"object,terrain"
11023,11023,./labeled_data/object terrain/11023.jpg,"object,terrain"
