,Descripción,Link
0,"hombre indígena del grupo étnico dessana o tukuya de pie con los brazos cruzados, fotografiado con troncos de árboles en el fondo. ciudad de manaos, brasil 3 de julio de 2024.",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tukuya-ethnic-260nw-2484269585.jpg
1,"kwamalasamutu, surinam - 25 de noviembre de 2016: un hombre indígena muestra su captura de pescado, que capturó usando una lanza tradicional en un río en la selva tropical.",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-25-2016-260nw-2483586275.jpg
2,"el hermoso cabello negro de una mujer india de la selva amazónica. ciudad de manaus, estado de amazonas, brasil 3 de diciembre de 2021. ",https://www.shutterstock.com/image-photo/young-indian-dessana-tribe-painted-260nw-2085387892.jpg
3,"alalapadu, surinam - 16 de noviembre de 2016: dos mujeres indígenas acompañadas por un niño lavan platos en un arroyo en un pueblo indígena en la selva amazónica surinamesa.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-260nw-2472825241.jpg
4,"hombres indígenas del grupo étnico tukuya o desana siendo fotografiados en su comunidad cerca de la ciudad de manaos. ciudad de manaos, brasil 23 de junio de 2023.",https://www.shutterstock.com/image-photo/indigenous-men-tukuya-desana-ethnic-260nw-2479627457.jpg
5,"alalapadu, surinam - 16 de noviembre de 2016: en una aldea indígena de la selva amazónica surinamesa, una mujer y un niño indígenas se sientan al lado de un fuego de leña en el que se preparan alimentos en sartenes.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-260nw-2472425335.jpg
6,"kwamalasamutu, surinam - 24 de noviembre de 2016: una mujer indígena con un vestido azul se sienta y lava la ropa en cubos azules en un río en la selva tropical",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-24-2016-260nw-2483519245.jpg
7,"alalapadu, surinam - 16 de noviembre de 2016: tres niños indígenas vestidos de verde y azul juegan en el agua al borde de un arroyo en un pueblo indígena en la selva amazónica surinamesa",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-260nw-2473601933.jpg
8,"hombre indígena del grupo étnico dessana o tukuya siendo fotografiado de perfil en su comunidad cerca de árboles y un arroyo. ciudad de manaus, brasil 23 de junio de 2023",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tukuya-ethnic-260nw-2479630975.jpg
9,"kwamalasamutu, surinam - 26 de noviembre de 2016: retrato de un hombre, mujer y niño indígenas sentados en un banco contra la pared de una cabaña tradicional en la selva tropical.",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-26th-2016-260nw-2483516209.jpg
10,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
11,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
12,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
13,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
14,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
15,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
16,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
17,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
18,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
19,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
20,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
21,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
22,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
23,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
24,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
25,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
26,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
27,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
28,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
29,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
30,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
31,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
32,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
33,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
34,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
35,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
36,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
37,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
38,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
39,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
40,manos de mujer indígena de la tribu huitoto de la amazonía colombiana haciendo tejido tradicional de una canasta,https://www.shutterstock.com/image-photo/hands-indigenous-woman-huitoto-tribe-260nw-1864430785.jpg
