,Descripción,Link
0,"sambas, indonesia - 6 de agosto de 2024: carnaval de ropa tejida de sambas al que asistieron varios grupos, desde niños hasta adultos, llevando ropa única e interesante",https://www.shutterstock.com/image-photo/sambas-indonesia-august-6-2024-600nw-2498871947.jpg
1,joven disfrazada de indio americano ,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-274963658.jpg
2,mujer amazónica con personal disfrutando de la puesta de sol en el océano. ,https://www.shutterstock.com/image-photo/amazon-woman-staff-enjoying-sunset-600nw-1760107421.jpg
3,"san miguel del bala, bolivia, 11 de mayo de 2014: una mujer local muestra cómo hacer un abanico con hojas de palma",https://www.shutterstock.com/image-photo/san-miguel-del-bala-bolivia-600nw-240889420.jpg
4,"alalapadu, surinam - 17 de noviembre de 2016: una mujer indígena con un montón de leña en la espalda y un pequeño niño con una mochila cruzan un puente en una aldea indígena en la selva tropical.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-17th-2016-600nw-2472819421.jpg
5,"un grupo de hombres y mujeres indígenas del grupo dessana realizan un baile para dar la bienvenida a los turistas a su comunidad. ciudad de manaos, estado de amazonas, brasil, 9 de noviembre de 2024",https://www.shutterstock.com/image-photo/group-indigenous-men-women-dessana-600nw-2542792333.jpg
6,"alalapadu, surinam - 16 de noviembre de 2016: un hombre indígena con un gorro lleva un paño hecho a medida mientras trabaja en el bosque en una aldea indígena tradicional en la selva amazónica",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16-2016-600nw-2476763449.jpg
7,"retrato al aire libre de india nativa norteamericana, retrato de hembra chamánica con sombrero de pluma india y maquillaje colorido, sosteniendo un hacha en sus manos",https://www.shutterstock.com/image-photo/native-american-indian-woman-portrait-600nw-1741280690.jpg
8,"kwamalasamutu, surinam - 26 de noviembre de 2016: retrato de un hombre, mujer y niño indígenas sentados en un banco contra la pared de una cabaña tradicional en la selva tropical.",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-26th-2016-600nw-2483516209.jpg
9,"joven indígena de la etnia dessana en su comunidad con su tocado y cara pintada y ojos asustados. ciudad de manaos, estado de amazonas, brasil, 10 de octubre de 2024",https://www.shutterstock.com/image-photo/young-indigenous-man-dessana-ethnic-600nw-2528713465.jpg
10,"iquitos, perú - 25 de abril de 2012 : un niño indio de la aldea yagua ubicada en el río amazonas cerca de iquitos en perú tiene un instrumento a la venta.",https://www.shutterstock.com/image-photo/iquitos-peru-april-25-2012-600nw-2303563573.jpg
11,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2202755301.jpg
