,Descripción,Link
0,"amazonia, perú - 10 dic. 2021: una niña india monta una vaca en el fondo de la amazonía. sudamérica",https://www.shutterstock.com/image-photo/amazonia-peru-dec-10-2021-600nw-2330652213.jpg
1,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2205070037.jpg
2,"leticia, colombia - 5 de diciembre de 2021: indio de la tribu huito. hombre nativo amazónico. amazonia. latina américa.",https://www.shutterstock.com/image-photo/leticia-colombia-dec-5-2021-600nw-2498249671.jpg
3,atractiva mujer salvaje en la playa. estilo nativo americano,https://www.shutterstock.com/image-photo/attractive-wild-boho-woman-beach-600nw-457734823.jpg
4,"kwamalasamutu, surinam - 25 de noviembre de 2016: una mujer indígena de mediana edad sonriente con una camisa azul brillante y un broche en un pueblo de la selva tropical.",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-25-2016-600nw-2483510071.jpg
5,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2249928537.jpg
6,atractiva mujer salvaje en la playa. estilo nativo americano,https://www.shutterstock.com/image-photo/attractive-wild-boho-woman-beach-600nw-445485658.jpg
7,"paumari, brasil - 5 de diciembre de 2022: retrato de un joven brasileño en una pequeña aldea a orillas del río yavari en la selva amazónica, valle de javari, amazonia, valle del yavari, sudamérica",https://www.shutterstock.com/image-photo/paumari-brasil-dec-5-2022-600nw-2478523273.jpg
8,atractiva mujer india retrato al aire libre. fondo con espacio de texto libre,https://www.shutterstock.com/image-photo/attractive-indian-woman-portrait-outdoors-600nw-422814196.jpg
9,"hombres indígenas de la etnia dessana tuyuka hacen fila para una fotografía con turistas. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/indigenous-men-dessana-tuyuka-ethnic-600nw-2543568783.jpg
10,"una mujer indígena del grupo étnico dessana, sentada y sonriendo para una foto. lleva adornos en su cuerpo y tiene la cara pintada. ciudad de manaos, estado de amazonas, brasil, 28 de octubre de 2024",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-ethnic-group-600nw-2537090725.jpg
11,mujer india retrato al aire libre. fondo con espacio de texto libre,https://www.shutterstock.com/image-photo/indian-woman-portrait-outdoors-background-600nw-423782659.jpg
