,Descripción,Link
0,"alalapadu, surinam - 18 de noviembre de 2016: un hombre indígena con sombrero y un grande ramo de plátanos en la nuca camina a través de un claro en una aldea en la selva amazónica surinamesa",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472010045.jpg
1,hombre sonriente sentado en una roca en el río,https://www.shutterstock.com/image-photo/lifestyle-smiling-man-sitting-on-600nw-2455672051.jpg
2,"san pedro, brasil - sep 2017: retrato de un niño con arco con una flecha- habitante local de la selva amazónica.  amazonía. américa latina",https://www.shutterstock.com/image-photo/san-pedro-brazil-sep-2017-600nw-2246453015.jpg
3,retrato de una mujer chamán africana.,https://www.shutterstock.com/image-photo/portrait-african-shaman-woman-600nw-754620058.jpg
4,"una mujer que vive en los bosques se comunica con su lobo en el bosque de otoño",https://www.shutterstock.com/image-photo/forest-dweller-woman-communicates-her-600nw-1838625046.jpg
5,mujer vestida como guerrera con la cabeza gorda,https://www.shutterstock.com/image-photo/woman-dressed-warrior-feathered-headdress-600nw-1695858001.jpg
6,foto de perfil del misterioso mito valiente valkyrie de guerra mujer con la cara pintada en el cuerpo aislado en el fondo negro,https://www.shutterstock.com/image-photo/profile-photo-mysterious-brave-valkyrie-600nw-2364434071.jpg
7,"retrato de una bella mujer con un perro malamute de alaska en el bosque de otoño contra el fondo de la naturaleza",https://www.shutterstock.com/image-photo/portrait-pretty-woman-alaskan-malamute-600nw-1838625055.jpg
8,mujer hermosa bailando con un pájaro de la flor del paraíso aislado en el fondo blanco,https://www.shutterstock.com/image-photo/beautiful-woman-dancing-bird-paradise-600nw-10456906.jpg
9,hermosa mujer con un pájaro del paraíso flotante aislado en fondo blanco,https://www.shutterstock.com/image-photo/beautiful-woman-bird-paradise-floser-600nw-10456936.jpg
