,Descripción,Link
0,"bella niña coreana de fondo negro, cucaracha india, pancho",https://www.shutterstock.com/image-photo/korean-beautiful-girl-on-black-600nw-1892376700.jpg
1,retrato de una mujer chamán africana.,https://www.shutterstock.com/image-photo/portrait-african-shaman-woman-600nw-754620076.jpg
2,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204598671.jpg
3,"un hombre indígena del grupo étnico dessana tuyuka explicando a los turistas sobre su pueblo, cultura y tradiciones. ciudad de manaos, estado de amazonas, brasil, 4 de noviembre de 2024",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tuyuka-ethnic-600nw-2540574079.jpg
4,mujer sexy y salvaje aislada de fondo blanco,https://www.shutterstock.com/image-photo/sexy-wild-woman-isolated-on-600nw-11167675.jpg
5,"alalapadu, surinam - 16 de noviembre de 2016: un hombre indígena con sombrero y machete se apoya en un poste en una aldea indígena en la selva amazónica surinamesa.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-600nw-2472826999.jpg
6,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204599029.jpg
7,"mujer indígena del pueblo tuyuka de la amazonía en su comunidad con trajes típicos y pinturas en su rostro que demuestran sus costumbres culturales. ciudad de manaos, brasil 30 de mayo de 2024",https://www.shutterstock.com/image-photo/indigenous-woman-tuyuka-people-amazon-600nw-2469513675.jpg
8,el acercamiento de un joven indígena en la jungla parece de perfil,https://www.shutterstock.com/image-photo/closeup-young-indigenous-man-jungle-600nw-2283789085.jpg
9,"kwamalasamutu, surinam - 25 de noviembre de 2016: un joven indígena con un gorro navega una canoa en un río en la selva tropical. al fondo, una segunda canoa con hombres es visible.",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-25-2016-600nw-2483585111.jpg
