,Descripción,Link
0,atractiva mujer salvaje al aire libre,https://www.shutterstock.com/image-photo/attractive-wild-boho-woman-outdoors-600nw-444036946.jpg
1,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635773.jpg
2,"alalapadu, surinam - 18 de noviembre de 2016: una mujer indígena hornea un pan de mandioca de la manera tradicional en una grande bandeja redonda para hornear sobre un fuego de leña abierto. las llamas cocinan la harina en pan",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472082481.jpg
3,"kwamalasamutu, surinam - 25 de noviembre de 2016: hombres y mujeres indígenas están haciendo piragüismo en un río en la selva tropical. el timonel está parado en la parte trasera del barco.",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-25-2016-600nw-2483575525.jpg
4,"pebas, perú - 4 de diciembre de 2017: niños peruanos - habitantes de la selva amazónica jugando en un puerto a orillas de la amazonía, sudamérica.",https://www.shutterstock.com/image-photo/pebas-peru-december-4-2017-600nw-2315382689.jpg
5,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2216247745.jpg
6,hombre procesando manualmente nueces brasileñas de para con machete en mercado ver o peso en belem ciudad,https://www.shutterstock.com/image-photo/man-manually-processing-brazilian-nuts-600nw-2442777603.jpg
7,"santa rosa, perú - diciembre de 2017: un niño vende dulces de algodón rosa y blanco en un puerto de la selva amazónica. amazonía. amazonas. sudamérica.",https://www.shutterstock.com/image-photo/santa-rosa-peru-december-2017-600nw-2295745877.jpg
8,"retratos de mujeres jóvenes con patrones tribales que cubren su cuerpo, salvaje y hermoso, mar, arena, negro",https://www.shutterstock.com/image-photo/portraits-young-woman-tribal-patterns-600nw-1813346908.jpg
9,"el chamán o curandero del grupo étnico dessana tukuya sonriendo para tomar una fotografía en su comunidad. ciudad de manaos, estado de amazonas, brasil, 8 de octubre de 2024.",https://www.shutterstock.com/image-photo/shaman-healer-dessana-tukuya-ethnic-600nw-2527701871.jpg
10,foto de la peligrosa dama chamán mago en la tribu de la doncella del escudo haciendo maldición mágica sobre fondo de niebla,https://www.shutterstock.com/image-photo/photo-dangerous-lady-wizard-shaman-600nw-2520085435.jpg
