,Descripción,Link
0,"río amazonas, perú - 9 de diciembre de 2019: hombre rezando mientras se pone sobre coloridas hamacas en el barco de carga. sudamérica. amazonía",https://www.shutterstock.com/image-photo/amazon-river-peru-december-9-600nw-2359257269.jpg
1,"aldea de macedonia, colombia - 8 de diciembre. 2022: mujer de la comunidad kuyatu - los indígenas de macedonia. amazonía. sudamérica.",https://www.shutterstock.com/image-photo/macedonia-village-colombia-dec-8-600nw-2333498067.jpg
2,retrato de mujer india al aire libre. fondo con espacio de texto libre,https://www.shutterstock.com/image-photo/indian-woman-portrait-outdoors-background-600nw-2299740643.jpg
3,mujer dentro de un bote en un río en amazon,https://www.shutterstock.com/image-photo/woman-inside-boat-river-amazon-600nw-2383136815.jpg
4,"mujer que vive en los bosques abraza a su perro en el bosque del otoño",https://www.shutterstock.com/image-photo/forest-dweller-woman-hugs-her-600nw-1842752755.jpg
5,hermosa mujer con un pájaro del paraíso flotante aislado en fondo blanco,https://www.shutterstock.com/image-photo/beautiful-woman-bird-paradise-floser-600nw-10456936.jpg
6,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2213020453.jpg
7,atractiva mujer joven en joyas étnicas con tambor. retrato de cerca. ,https://www.shutterstock.com/image-photo/attractive-young-woman-ethnic-jewelry-600nw-427592956.jpg
8,"mujer chamán india escuchando música en audífonos inalámbricos, disfrutando de las tecnologías modernas. aislado en el fondo del estudio rojo",https://www.shutterstock.com/image-photo/indian-shaman-woman-listening-music-600nw-1887036043.jpg
9,"iquitos, perú - 13 de octubre de 2015: hombre pintando el muelle de combustible. a lo largo de un afluente del río amazonas, un hombre indígena pinta una franja de res en un muelle de combustible.",https://www.shutterstock.com/image-photo/iquitos-peru-october-13-2015-600nw-329747192.jpg
