,Descripción,Link
0,"retrato de una hermosa, joven y atractiva mujer india asiática haciendo compras en línea. ella está comprando artículos en su laptop y está sosteniendo su tarjeta de crédito para hacer pagos en línea por sus compras.",https://www.shutterstock.com/image-photo/portrait-beautiful-young-attractive-indian-600nw-1684201519.jpg
1,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635845.jpg
2,niña sexy desnuda en el nativo americano habla sobre el fondo de la naturaleza en la bella luz de la puesta de sol,https://www.shutterstock.com/image-photo/naked-sexy-girl-native-american-600nw-2404742771.jpg
3,retrato de mujer chamánica con sombrero de plumas indio y maquillaje colorido. nativo americano. mujer india con traje tradicional,https://www.shutterstock.com/image-photo/close-portrait-shamanic-female-indian-600nw-1741280525.jpg
4,"orinoco, venezuela - 11-23-2021: niños indígenas orinoco nativos nadando en canoa de madera tradicional",https://www.shutterstock.com/image-photo/orinoco-venezuela-11232021-native-indigenous-600nw-2105316641.jpg
5,"reserva de vida silvestre cuyabeno, ecuador - 24 de enero de 2023: mujer haciendo pan de yuca en una cocina al aire libre en el pueblo siona de puerto bolívar en la reserva de vida silvestre cuyabeno, fuera del lago agrio",https://www.shutterstock.com/image-photo/cuyabeno-wildlife-reserve-ecuador-january-600nw-2514631041.jpg
6,"joven indígena de la etnia dessana en su comunidad con su tocado y cara pintada y ojos asustados. ciudad de manaos, estado de amazonas, brasil, 10 de octubre de 2024",https://www.shutterstock.com/image-photo/young-indigenous-man-dessana-ethnic-600nw-2528713465.jpg
7,"alalapadu, surinam - 18 de noviembre de 2016: un niño indígena se para contra un poste del que cuelgan hamacas en un pueblo indígena en la selva amazónica surinamesa.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472354385.jpg
8,"alalapadu, surinam - 18 de noviembre de 2016: en una aldea indígena de la selva amazónica surinamesa, un niño indígena pequeño cuelga de una hamaca y sonríe a la cámara. pasa un pollo.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472354383.jpg
9,mujer africana,https://www.shutterstock.com/image-photo/african-style-woman-600nw-354979544.jpg
10,"alalapadu, surinam - 18 de noviembre de 2016: un joven indígena ofrece una calabaza de bebida en un pueblo indígena en la selva amazónica.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18-2016-600nw-2476752807.jpg
11,"alalapadu, surinam - 17 de noviembre de 2016: una niña con uniforme escolar juega bajo un grande barril de agua en una aldea indígena en la selva amazónica de surinam",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-17th-2016-600nw-2472836369.jpg
12,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204614067.jpg
